record_id,election_name,province_id,province_name,province_source,subSgId,subSgName,sgTypecode,sggid,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_pdf_path_source,current_download_url,classification,raw_fileinfo,filePathName,updtFileName,fileTypeName,fileDispYn,pdfPrvwYn,recovery_status
"320260603-5200-강원특별자치도-100157160-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","sggname_exact_province","320260603","시·도지사선거","3","3520000","강원특별자치도","우상호","100157160","더불어민주당","100","1","정당인","연세대학교 행정대학원 공공정책전공졸업(행정학석사)","2","선거공약서","선거공약서","candidate-doc:100157160:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"320260603-5200-강원특별자치도-100162343-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","sggname_exact_province","320260603","시·도지사선거","3","3520000","강원특별자치도","김진태","100162343","국민의힘","200","2","광역단체장","서울대학교 법과대학 공법학과 졸업","2","선거공약서","선거공약서","candidate-doc:100162343:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-춘천시-100161433-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520100","춘천시","육동한","100161433","더불어민주당","100","1","정당인","한양대학교 경제학과 졸업","2","선거공약서","선거공약서","candidate-doc:100161433:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-춘천시-100156336-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520100","춘천시","정광열","100156336","국민의힘","200","2","정당인","연세대학교 경영전문대학원 졸업(경영학 석사)","2","선거공약서","선거공약서","candidate-doc:100156336:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-원주시-100153887-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520200","원주시","구자열","100153887","더불어민주당","100","1","정치인","강원대학교 일반대학원 정치외교학과 박사과정 수료","2","선거공약서","선거공약서","candidate-doc:100153887:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-원주시-100162269-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520200","원주시","원강수","100162269","국민의힘","200","2","원주시장","강원대학교 일반대학원 법학과 수료(석사과정)","2","선거공약서","선거공약서","candidate-doc:100162269:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-강릉시-100154106-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520300","강릉시","김중남","100154106","더불어민주당","100","1","정당인","강릉원주대학교 일반대학원 박사과정 행정학과 수료","2","선거공약서","선거공약서","candidate-doc:100154106:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-강릉시-100161983-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520300","강릉시","김홍규","100161983","국민의힘","200","2","강릉시장","관동대학교 일반대학원 무역학과 박사과정 수료","2","선거공약서","선거공약서","candidate-doc:100161983:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-강릉시-100154117-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520300","강릉시","김동기","100154117","무소속","9999","5","무직","미국 워싱턴대학교 법학석사 (1993.06.~1993.08./1993.09.~1994.06.)","2","선거공약서","선거공약서","candidate-doc:100154117:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-동해시-100155866-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520400","동해시","이정학","100155866","더불어민주당","100","1","현대자동차 초록대리점 대표","연세대학교 정경대학원 정치학전공 석사 과정 졸업","2","선거공약서","선거공약서","candidate-doc:100155866:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-동해시-100159313-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520400","동해시","김기하","100159313","국민의힘","200","2","강원특별자치도의회의원","삼척공업전문대학 화공과 졸업(현, 강원대학교)","2","선거공약서","선거공약서","candidate-doc:100159313:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-5200-동해시-100155938-2-선거공약서","제9회 전국동시지방선거","5200","강원특별자치도","nec_region_scope","420260603","구·시·군의 장선거","4","4520400","동해시","김홍수","100155938","개혁신당","5070","4","월드상가 대표","경동대학교 행정학과 졸업","2","선거공약서","선거공약서","candidate-doc:100155938:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
