dataset,region,main_category,middle_category,sub_category,keyword
SURVEY1,세종,산업/경제,노동,지방정부,입법역량 강화
SURVEY1,세종,산업/경제,노동,지방정부,재정독립성
SURVEY1,세종,산업/경제,노동,지역/노사,공공기관 노동이사제
SURVEY1,세종,산업/경제,노동,지역/노사,노사동반성장
SURVEY1,세종,산업/경제,노동,지역/노사,지역주민 의무고용
SURVEY1,세종,산업/경제,노동,지역/노사,채용공정성
SURVEY1,세종,산업/경제,노동,청년,중소기업 재직청년 지원
SURVEY1,세종,산업/경제,노동,청년,청년의무 고용할당제
SURVEY1,세종,산업/경제,노동,청년,청년취업 중소기업 장려
SURVEY1,세종,산업/경제,자치,자치,자치경찰제 도입
SURVEY1,세종,산업/경제,자치,자치,자치단체역량 강화
SURVEY1,세종,산업/경제,자치,자치,자치분권 확대
SURVEY1,세종,산업/경제,자치,자치,자치입법권 확대
SURVEY1,세종,산업/경제,자치,주민,마을공동체법
SURVEY1,세종,산업/경제,자치,주민,시민 시정 참여제
SURVEY1,세종,산업/경제,자치,주민,시민입법플랫폼 도입
SURVEY1,세종,산업/경제,자치,주민,주민자치회 직선제
SURVEY1,세종,산업/경제,자치,주민,주민투표제
SURVEY1,세종,산업/경제,행정,교육행정,국립행정대학원 설립
SURVEY1,세종,산업/경제,행정,교육행정,무상교육 확대
SURVEY1,세종,산업/경제,행정,교육행정,세종공동캠퍼스 조기 개원
SURVEY1,세종,산업/경제,행정,교육행정,유치원·어린이집 통합
SURVEY1,세종,산업/경제,행정,교육행정,자립형인문시립고교 설립
SURVEY1,세종,산업/경제,행정,균형발전,2단계 공공기관 이전
SURVEY1,세종,산업/경제,행정,균형발전,국세 차등 배분
SURVEY1,세종,산업/경제,행정,균형발전,세종의사당 조기 개원
SURVEY1,세종,산업/경제,행정,균형발전,수도권 규제 완화 즉각 중단
SURVEY1,세종,산업/경제,행정,균형발전,지방교부세율 현실화
SURVEY1,세종,산업/경제,행정,균형발전,행정수도 이전
SURVEY1,세종,산업/경제,행정,여성대표성확대,성별할당제
SURVEY1,세종,산업/경제,행정,여성대표성확대,양성평등 문화 확산
SURVEY1,세종,산업/경제,행정,여성대표성확대,여성정책 강화
SURVEY1,세종,산업/경제,경제,민생경제,상가공실
SURVEY1,세종,산업/경제,경제,민생경제,소상공인 보호
SURVEY1,세종,산업/경제,경제,민생경제,자영업자 고용보험지원
SURVEY1,세종,산업/경제,경제,민생경제,지역상권 보호
SURVEY1,세종,산업/경제,경제,민생경제,지역화폐
SURVEY1,세종,산업/경제,경제,사회적경제,마을기업 육성
SURVEY1,세종,산업/경제,경제,사회적경제,사회적경제 공제조합 육성
SURVEY1,세종,산업/경제,경제,사회적경제,사회적경제 인적자원 육성
SURVEY1,세종,산업/경제,경제,일자리,글로벌청년창업빌리지
SURVEY1,세종,산업/경제,경제,일자리,지역인재 할당제
SURVEY1,세종,산업/경제,경제,일자리,지역주민 의무고용
SURVEY1,세종,산업/경제,산업,농정,도농통합
SURVEY1,세종,산업/경제,산업,농정,도시농업 활성화
SURVEY1,세종,산업/경제,산업,농정,로컬푸드 확대
SURVEY1,세종,산업/경제,산업,산업진흥,국가혁신클러스터
SURVEY1,세종,산업/경제,산업,산업진흥,국제과학비즈니스벨트
SURVEY1,세종,산업/경제,산업,산업진흥,세종스마트국가산단
SURVEY1,세종,산업/경제,산업,투자진흥,규제완화
SURVEY1,세종,산업/경제,산업,투자진흥,대전-세종 경제자유구역 지정
SURVEY1,세종,산업/경제,산업,투자진흥,법인세 인하
SURVEY1,경기,도시/지역발전,주거,시설계획,미군 반환 공여지 개발
SURVEY1,경기,도시/지역발전,주거,시설계획,수원군공항 이전
SURVEY1,경기,도시/지역발전,주거,시설계획,전기자동차 충전인프라 확충
SURVEY1,경기,도시/지역발전,주거,주거재생,사회주택
SURVEY1,경기,도시/지역발전,주거,주거재생,신도시 인프라 확충
SURVEY1,경기,도시/지역발전,주거,주거재생,저소득층 공공임대주택
SURVEY1,경기,도시/지역발전,주거,주거재생,저소득층 전월세 보증지원
SURVEY1,경기,도시/지역발전,주거,주거재생,청년임대주택
SURVEY1,경기,도시/지역발전,주거,토지관리,부동산 규제완화
SURVEY1,경기,도시/지역발전,주거,토지관리,부동산 투기 근절
SURVEY1,경기,도시/지역발전,주거,토지관리,초과이익환수
SURVEY1,경기,도시/지역발전,도로/교통,대중교통,광역버스 준공영제
SURVEY1,경기,도시/지역발전,도로/교통,대중교통,마을버스 공영제
SURVEY1,경기,도시/지역발전,도로/교통,대중교통,전국대중교통 통합연계교통망
SURVEY1,경기,도시/지역발전,도로/교통,대중교통,택시 준대중교통 인정
SURVEY1,경기,도시/지역발전,도로/교통,대중교통,택시호출플랫폼 공정화
SURVEY1,경기,도시/지역발전,도로/교통,도로/건설,광역교통망 확충
SURVEY1,경기,도시/지역발전,도로/교통,도로/건설,접경지 간선 교통망 확충
SURVEY1,경기,도시/지역발전,도로/교통,도로/건설,제2외곽순환도로 구간확대
SURVEY1,경기,도시/지역발전,도로/교통,철도,GTX 연장
SURVEY1,경기,도시/지역발전,도로/교통,철도,GTX플러스 추가
SURVEY1,경기,도시/지역발전,도로/교통,철도,경전철 재구조화
SURVEY1,경기,도시/지역발전,도로/교통,철도,도심철도 지하화
SURVEY1,경기,도시/지역발전,도로/교통,철도,신분당선 연장
SURVEY1,경기,도시/지역발전,지역발전,국제협력,DMZ생태평화지구 조성
SURVEY1,경기,도시/지역발전,지역발전,국제협력,도시외교
SURVEY1,경기,도시/지역발전,지역발전,국제협력,통일경제특구
SURVEY1,경기,도시/지역발전,지역발전,지역균형,경기남북부 균형발전
SURVEY1,경기,도시/지역발전,지역발전,지역균형,경기북부 보상
SURVEY1,경기,도시/지역발전,지역발전,지역균형,접경지역 규제완화
SURVEY1,경기,도시/지역발전,지역발전,지역정책,고양파주 문화콘텐츠 클러스터
SURVEY1,경기,도시/지역발전,지역발전,지역정책,광명시흥 테크노밸리
SURVEY1,경기,도시/지역발전,지역발전,지역정책,구리남양주 테크노밸리
SURVEY1,경기,도시/지역발전,지역발전,지역정책,북부지역 친환경 에너지 산업
SURVEY1,경기,도시/지역발전,지역발전,지역정책,판교테크노밸리
SURVEY1,경기,정치/행정자치,자치,자치,자치단체역량 강화
SURVEY1,경기,정치/행정자치,자치,자치,자치분권 확대
SURVEY1,경기,정치/행정자치,자치,자치,자치입법권 확대
SURVEY1,경기,정치/행정자치,자치,주민,마을공동체법
SURVEY1,경기,정치/행정자치,자치,주민,시민입법플랫폼 도입
SURVEY1,경기,정치/행정자치,자치,주민,주민자치회 직선제
SURVEY1,경기,정치/행정자치,자치,주민,주민투표제
SURVEY1,경기,정치/행정자치,정치,지방의회,전문성 향상
SURVEY1,경기,정치/행정자치,정치,지방의회,정책역량 강화
SURVEY1,경기,정치/행정자치,정치,지방의회,지방의회 다양화
SURVEY1,경기,정치/행정자치,정치,지방정부,법제 개편
SURVEY1,경기,정치/행정자치,정치,지방정부,사무직 인사권 이양
SURVEY1,경기,정치/행정자치,정치,지방정부,입법역량 강화
SURVEY1,경기,정치/행정자치,정치,지방정부,재정독립성
SURVEY1,경기,정치/행정자치,정치,행정구역,경기남도-북도 분도
SURVEY1,경기,정치/행정자치,정치,행정구역,오산-수원-화성 상생생활권
SURVEY1,경기,정치/행정자치,정치,행정구역,행정구와 선거구 일치
SURVEY1,경기,정치/행정자치,행정,교육행정,공교육 강화
SURVEY1,경기,정치/행정자치,행정,교육행정,교육격차 해소
SURVEY1,경기,정치/행정자치,행정,교육행정,산업별 인력교육 강화
SURVEY1,경기,정치/행정자치,행정,교육행정,어린이집 급식 관리
SURVEY1,경기,정치/행정자치,행정,교육행정,중고등학교 신입생 무상교복
SURVEY1,경기,정치/행정자치,행정,균형발전,국세 차등 배분
SURVEY1,경기,정치/행정자치,행정,균형발전,지방교부세율 현실화
SURVEY1,경기,정치/행정자치,행정,균형발전,행정수도 이전
SURVEY1,경기,정치/행정자치,행정,여성대표성확대,성별할당제
SURVEY1,경기,정치/행정자치,행정,여성대표성확대,양성평등 문화 확산
SURVEY1,경기,정치/행정자치,행정,여성대표성확대,여성정책 강화
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,사회재난,부실공사방지
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,사회재난,사회재난기금
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,사회재난,산업재해대책
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,안전/치안,1인가구 밀접지역 범죄예방
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,안전/치안,교통사고 안전 거리 조성
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,안전/치안,안전한 먹거리
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,안전/치안,주민밀착형 치안
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,안전/치안,택시안전시스템 장착
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,자연재난,산업재해대책
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,자연재난,소방인력·장비 확충
SURVEY1,경기,환경/소방/재난안전,소방/시민안전,자연재난,재난신속대응
SURVEY1,경기,환경/소방/재난안전,환경보전,대기보전,그린뉴딜정책
SURVEY1,경기,환경/소방/재난안전,환경보전,대기보전,미세먼지 종합대책
SURVEY1,경기,환경/소방/재난안전,환경보전,대기보전,저탄소 스마트산업단지 조성
SURVEY1,경기,환경/소방/재난안전,환경보전,대기보전,친환경자동차
SURVEY1,경기,환경/소방/재난안전,환경보전,대기보전,탄소중립
SURVEY1,경기,환경/소방/재난안전,환경보전,수질환경/하수,도심 물관리 시스템
SURVEY1,경기,환경/소방/재난안전,환경보전,수질환경/하수,도심하천 국가관리
SURVEY1,경기,환경/소방/재난안전,환경보전,수질환경/하수,상수원보전
SURVEY1,경기,환경/소방/재난안전,환경보전,자원순환/에너지,쓰레기매립지 확보
SURVEY1,경기,환경/소방/재난안전,환경보전,자원순환/에너지,재생에너지
SURVEY1,경기,환경/소방/재난안전,환경보전,자원순환/에너지,재활용품 공공기관 의무구매
SURVEY1,경기,환경/소방/재난안전,환경보전,자원순환/에너지,전기차보급
SURVEY1,경기,환경/소방/재난안전,환경보전,자원순환/에너지,폐기물 처리
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,공공실버복합타운 건설
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,노인종합복지센터 확충
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,어르신문화일자리
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,장애인생활체육시설
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,저상형 시내버스 시외고속버스 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,다문화,다문화교육 강화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,다문화,외국인 아동 보육 지원
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,다문화,이주노동자 생활지원
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,다문화,체류정책 개선
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,다자녀 장학금 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,생애주기별 맞춤형 복지
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,중고등학교 신입생 무상교복
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,청년사회상속제
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,통신복지
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,감염병 전문병원 확충
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,반려동물 복지
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,반려동물 진료비 부담 완화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,코로나19 피해지원
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,보건의료,건강주치의
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,보건의료,공공의료 지원
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,보건의료,보건의료인력 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,보건의료,청소년 맞춤형 건강검진
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,보건의료,취약계층 의료접근성 강화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,저출산,공공산후조리원 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,저출산,국공립어린이집 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,저출산,아이돌봄서비스 확충
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,보건,저출산,육아휴직
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,관광 전문 인력 양성
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,근로자 휴가지원제도 확대
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,디지털 기반 관광 인프라 건설
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,여가관광권리 보장
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,콘텐츠·관광산업 경쟁력 강화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,문화예술계 불공정 근절
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,문화향유권 강화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,제3국립현충원
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,참전유공자 명예수당 인상
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,생활스포츠 인프라 확충
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,지역체육 공동체화
SURVEY1,경기,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,체육계 불공정 근절
SURVEY1,경기,산업/경제,노동,비정규직,공공기관 정규직 전환
SURVEY1,경기,산업/경제,노동,비정규직,비정규직 제로화
SURVEY1,경기,산업/경제,노동,비정규직,비정규직센터 설립
SURVEY1,경기,산업/경제,노동,지역/노사,경제민주화
SURVEY1,경기,산업/경제,노동,지역/노사,공공기관 노동이사제
SURVEY1,경기,산업/경제,노동,지역/노사,노사동반성장
SURVEY1,경기,산업/경제,노동,지역/노사,채용공정성
SURVEY1,경기,산업/경제,노동,청년,중소기업 재직청년 지원
SURVEY1,경기,산업/경제,노동,청년,청년공공기숙사
SURVEY1,경기,산업/경제,노동,청년,청년기본소득
SURVEY1,경기,산업/경제,노동,청년,청년의무 고용할당제
SURVEY1,경기,산업/경제,노동,청년,청년취업 중소기업 장려
SURVEY1,경기,산업/경제,경제,민생경제,골목상권보호
SURVEY1,경기,산업/경제,경제,민생경제,대형마트 입점총량제
SURVEY1,경기,산업/경제,경제,민생경제,자영업자 고용보험지원
SURVEY1,경기,산업/경제,경제,민생경제,조세정의 마련
SURVEY1,경기,산업/경제,경제,민생경제,지역화폐
SURVEY1,경기,산업/경제,경제,사회적경제,마을기업 육성
SURVEY1,경기,산업/경제,경제,사회적경제,사회적경제 공제조합 육성
SURVEY1,경기,산업/경제,경제,사회적경제,사회적경제 인적자원 육성
SURVEY1,경기,산업/경제,경제,일자리,스마트워크센터 설립
SURVEY1,경기,산업/경제,경제,일자리,여성일자리확충
SURVEY1,경기,산업/경제,경제,일자리,청년일자리 확대
SURVEY1,경기,산업/경제,산업,농정해양,농민소득 지원
SURVEY1,경기,산업/경제,산업,농정해양,농어촌공공병원
SURVEY1,경기,산업/경제,산업,농정해양,농업부문 조세감면 일몰기한 연장
SURVEY1,경기,산업/경제,산업,농정해양,농업재해보장법
SURVEY1,경기,산업/경제,산업,농정해양,스마트농업
SURVEY1,경기,산업/경제,산업,산업진흥,4차 산업기술 연구단지
SURVEY1,경기,산업/경제,산업,산업진흥,농식품 산업육성
SURVEY1,경기,산업/경제,산업,산업진흥,반도체허브
SURVEY1,경기,산업/경제,산업,산업진흥,주력산업 구조 고도화
SURVEY1,경기,산업/경제,산업,산업진흥,혁신클러스터
SURVEY1,경기,산업/경제,산업,투자진흥,경기디지털인재교육원
SURVEY1,경기,산업/경제,산업,투자진흥,규제완화
SURVEY1,경기,산업/경제,산업,투자진흥,법인세 인하
SURVEY1,강원,도시/지역발전,지역,인구감소대비,생활인구확대
SURVEY1,강원,도시/지역발전,지역,인구감소대비,일자리창출
SURVEY1,강원,도시/지역발전,지역,인구감소대비,청년인구유입
SURVEY1,강원,도시/지역발전,지역,지역발전,SOC 확충
SURVEY1,강원,도시/지역발전,지역,지역발전,군부대 통폐합
SURVEY1,강원,도시/지역발전,지역,지역발전,양양국제공항 활성화
SURVEY1,강원,도시/지역발전,지역,지역발전,접경지역 규제완화
SURVEY1,강원,도시/지역발전,지역,지역정책,개성공단 재개
SURVEY1,강원,도시/지역발전,지역,지역정책,국방클러스터 조성
SURVEY1,강원,도시/지역발전,지역,지역정책,남북경제협력
SURVEY1,강원,도시/지역발전,지역,지역정책,남북철도 연결
SURVEY1,강원,도시/지역발전,지역,지역정책,동해 평화관광특구
SURVEY1,강원,도시/지역발전,도로/교통,대중교통,공유 킥보드 및 자전거 도입
SURVEY1,강원,도시/지역발전,도로/교통,대중교통,농어촌 공영택시
SURVEY1,강원,도시/지역발전,도로/교통,대중교통,무상버스
SURVEY1,강원,도시/지역발전,도로/교통,도로,교통불균형 해소
SURVEY1,강원,도시/지역발전,도로/교통,도로,동서고속도로 건설
SURVEY1,강원,도시/지역발전,도로/교통,도로,한반도 평화도로 건설
SURVEY1,강원,도시/지역발전,도로/교통,철도,광역교통망 확충
SURVEY1,강원,도시/지역발전,도로/교통,철도,제2동서고속철도 건설
SURVEY1,강원,도시/지역발전,도로/교통,철도,철도 고속화 개량사업
SURVEY1,강원,도시/지역발전,도시정비/주거,도시재생,구도심 재생
SURVEY1,강원,도시/지역발전,도시정비/주거,도시재생,군 유휴부지 활용
SURVEY1,강원,도시/지역발전,도시정비/주거,도시재생,군납 생산기지 구축
SURVEY1,강원,도시/지역발전,도시정비/주거,도시재생,폐광지역 지원
SURVEY1,강원,도시/지역발전,도시정비/주거,도시정비,규제완화 및 철폐
SURVEY1,강원,도시/지역발전,도시정비/주거,도시정비,재개발/재건축 활성화
SURVEY1,강원,도시/지역발전,도시정비/주거,도시정비,전통시장 정비
SURVEY1,강원,도시/지역발전,도시정비/주거,주거 ,공공주택 건설
SURVEY1,강원,도시/지역발전,도시정비/주거,주거 ,임대주택 확충
SURVEY1,강원,도시/지역발전,도시정비/주거,주거 ,주거환경개선
SURVEY1,강원,정치/행정자치,정치,자치분권,강원평화특별자치도 지정
SURVEY1,강원,정치/행정자치,정치,자치분권,접경지역지원 특별법 제정
SURVEY1,강원,정치/행정자치,정치,자치분권,탄광지역특별법 제정
SURVEY1,강원,정치/행정자치,정치,지방정부/의회,도정혁신
SURVEY1,강원,정치/행정자치,정치,지방정부/의회,지방의회 역량 강화
SURVEY1,강원,정치/행정자치,정치,지방정부/의회,지방정부 재정자립도 강화
SURVEY1,강원,정치/행정자치,행정,균형발전,공공기관 추가이전
SURVEY1,강원,정치/행정자치,행정,균형발전,국방클러스터 조성
SURVEY1,강원,정치/행정자치,행정,균형발전,지방대학 지원
SURVEY1,강원,정치/행정자치,행정,균형발전,혁신도시 추가 지정
SURVEY1,강원,정치/행정자치,행정,행정혁신,공공기관 지역인재 의무채용
SURVEY1,강원,정치/행정자치,행정,행정혁신,미시령터널 공익처분
SURVEY1,강원,정치/행정자치,행정,행정혁신,지방정부 통합클라우드 플랫폼 구축
SURVEY1,강원,환경/소방/재난안전,소방안전,소방,동해안 산불방지시스템 운영
SURVEY1,강원,환경/소방/재난안전,소방안전,소방,소방공무원 근무여건 개선
SURVEY1,강원,환경/소방/재난안전,소방안전,소방,소방인프라(소방헬기) 확대
SURVEY1,강원,환경/소방/재난안전,소방안전,소방,소방청사 신개축
SURVEY1,강원,환경/소방/재난안전,소방안전,안전/치안,CCTV 설치
SURVEY1,강원,환경/소방/재난안전,소방안전,안전/치안,여성안심귀가서비스
SURVEY1,강원,환경/소방/재난안전,소방안전,안전/치안,코로나19 관련 위법
SURVEY1,강원,환경/소방/재난안전,소방안전,재난,빅데이터 기반 재난 정보시스템
SURVEY1,강원,환경/소방/재난안전,소방안전,재난,산불피해 보상
SURVEY1,강원,환경/소방/재난안전,소방안전,재난,환동해특수재난대응단 활성화
SURVEY1,강원,환경/소방/재난안전,오염관리,기후대기,강원도 탄소중립특구 조성
SURVEY1,강원,환경/소방/재난안전,오염관리,기후대기,미세먼지 저감
SURVEY1,강원,환경/소방/재난안전,오염관리,기후대기,저공해차 보급확대
SURVEY1,강원,환경/소방/재난안전,오염관리,물관리,수질개선
SURVEY1,강원,환경/소방/재난안전,오염관리,물관리,하수처리장 증설 및 개량
SURVEY1,강원,환경/소방/재난안전,오염관리,물관리,해양심층수 공공취수시설 설치
SURVEY1,강원,환경/소방/재난안전,오염관리,폐기물,폐기물 부담금 신설
SURVEY1,강원,환경/소방/재난안전,오염관리,폐기물,폐기물 재활용 활성화
SURVEY1,강원,환경/소방/재난안전,오염관리,폐기물,폐기물 처리시설 확충
SURVEY1,강원,환경/소방/재난안전,환경관리,공원,가리왕산 올림픽 국가정원 조성
SURVEY1,강원,환경/소방/재난안전,환경관리,공원,지속가능한 국립공원 관리체계 구축
SURVEY1,강원,환경/소방/재난안전,환경관리,공원,친환경 삭도 설치
SURVEY1,강원,환경/소방/재난안전,환경관리,산림녹지,대형산불 예방
SURVEY1,강원,환경/소방/재난안전,환경관리,산림녹지,사방사업 강화
SURVEY1,강원,환경/소방/재난안전,환경관리,산림녹지,산림유역관리사업 강화
SURVEY1,강원,환경/소방/재난안전,환경관리,산림녹지,산림휴양문화시설 확충
SURVEY1,강원,환경/소방/재난안전,환경관리,자원순환,동해안 부유식 해상풍력 발전단지 조성
SURVEY1,강원,환경/소방/재난안전,환경관리,자원순환,미세플라스틱 저감
SURVEY1,강원,환경/소방/재난안전,환경관리,자원순환,석탄화력발전소 폐쇄
SURVEY1,강원,환경/소방/재난안전,환경관리,자원순환,업사이클 지원
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,노인,경로당 개편
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,노인,노인생활체육
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,노인,노인전문병원 및 치매병원 설치
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,노인,평생교육
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,아동여성청소년,국공립어린이집 확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,아동여성청소년,무상아침급식
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,아동여성청소년,생리대지원
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,아동여성청소년,첨단 어린이 전용도서관 건립
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,장애인/이주민,장애인복지지설 확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,장애인/이주민,장애인일자리확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,복지,장애인/이주민,저상버스 보급 확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,공공의료,마을 주치의 도입
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,공공의료,산부인과 및 소아과 유치
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,공공의료,이동형 방문진료 확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,공공의료,지방의료원 육성
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,공공의료,진폐환자 보상
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,보건위생/감염병,무료예방접종 도입
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,보건위생/감염병,지역건강 돌봄시스템 구축
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,보건위생/감염병,지역의료보건체계 구축
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,저출산,공공산후조리원 설립
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,저출산,분만인프라 구축
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,보건,저출산,육아 기본수당 확대
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,DMZ 생태관광 추진
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,K-관광컨텐츠 개발
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,강원랜드 활성화
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,금강산관광 재개
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,설악산 오색 케이블카 설치
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,K-컨텐츠산업 진흥
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,문화인프라 확충
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,사북항쟁 명예회복 추진
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,전통문화 계승홍보
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,2024 강원 동계청소년올림픽 지원
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,생활스포츠 인프라확충
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,지역체육 공동체화
SURVEY1,강원,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,평창동계올림필 시설 활용
SURVEY1,강원,산업/경제,경제,민생경제,농민수당 지원 확대
SURVEY1,강원,산업/경제,경제,민생경제,중소영세 자영업자 생계 지원
SURVEY1,강원,산업/경제,경제,민생경제,코로나 손실보상
SURVEY1,강원,산업/경제,경제,사회적경제,농어민 소득보장
SURVEY1,강원,산업/경제,경제,사회적경제,마을공동체 육성
SURVEY1,강원,산업/경제,경제,사회적경제,사회적경제 공제조합 육성
SURVEY1,강원,산업/경제,경제,사회적경제,접경지역 군납조달 체계 유지
SURVEY1,강원,산업/경제,경제,일자리,강원 상생형 일자리 사업
SURVEY1,강원,산업/경제,경제,일자리,고령친화적사업장구축
SURVEY1,강원,산업/경제,경제,일자리,지역인재채용
SURVEY1,강원,산업/경제,경제,일자리,청년고용할당
SURVEY1,강원,산업/경제,농정,가축전염병,가축방역
SURVEY1,강원,산업/경제,농정,가축전염병,가축백신지원
SURVEY1,강원,산업/경제,농정,가축전염병,동식물검역
SURVEY1,강원,산업/경제,농정,가축전염병,살처분보상
SURVEY1,강원,산업/경제,농정,농축산,GMO 완전표시제 시행
SURVEY1,강원,산업/경제,농정,농축산,농산물위생검사
SURVEY1,강원,산업/경제,농정,농축산,농어촌 스마트팜 사업
SURVEY1,강원,산업/경제,농정,농축산,동해안권 식품생명 산업단지 조성
SURVEY1,강원,산업/경제,농정,농축산,축산물이력관리
SURVEY1,강원,산업/경제,농정,소득보전,농가직불제
SURVEY1,강원,산업/경제,농정,소득보전,농산물 가격보존
SURVEY1,강원,산업/경제,농정,소득보전,농산물수급안정
SURVEY1,강원,산업/경제,농정,소득보전,자연재난시 농가구호
SURVEY1,강원,산업/경제,산업,산업단지,권역별 특화 신성장산업 육성
SURVEY1,강원,산업/경제,산업,산업단지,지역산업생태계 조성
SURVEY1,강원,산업/경제,산업,산업단지,평화산업단지(평화경제특구) 조성
