dataset,region,main_category,middle_category,sub_category,keyword
SURVEY1,서울,도시/지역발전,주거,시설계획,그린서울
SURVEY1,서울,도시/지역발전,주거,시설계획,도심차량기지 이전
SURVEY1,서울,도시/지역발전,주거,시설계획,용산공원
SURVEY1,서울,도시/지역발전,주거,시설계획,전기자동차 충전인프라 확충
SURVEY1,서울,도시/지역발전,주거,주거재생,신규주택 공급
SURVEY1,서울,도시/지역발전,주거,주거재생,장기전세주택
SURVEY1,서울,도시/지역발전,주거,주거재생,저소득층 공공임대주택
SURVEY1,서울,도시/지역발전,주거,주거재생,청년맞춤형 주택
SURVEY1,서울,도시/지역발전,주거,주거재생,탄소제로공공임대주택
SURVEY1,서울,도시/지역발전,주거,토지관리,도시농업 활성화
SURVEY1,서울,도시/지역발전,주거,토지관리,도시재생뉴딜
SURVEY1,서울,도시/지역발전,주거,토지관리,부동산 투기 근절
SURVEY1,서울,도시/지역발전,주거,토지관리,임대료 상한제
SURVEY1,서울,도시/지역발전,주거,토지관리,재건축·재개발사업
SURVEY1,서울,도시/지역발전,도로/교통,대중교통,광역버스 확충
SURVEY1,서울,도시/지역발전,도로/교통,대중교통,마을버스 공영제
SURVEY1,서울,도시/지역발전,도로/교통,대중교통,전국대중교통 통합연계교통망
SURVEY1,서울,도시/지역발전,도로/교통,대중교통,택시 준대중교통 인정
SURVEY1,서울,도시/지역발전,도로/교통,대중교통,택시호출플랫폼 공정화
SURVEY1,서울,도시/지역발전,도로/교통,도로/건설,간선도로 상습정체 해결
SURVEY1,서울,도시/지역발전,도로/교통,도로/건설,강남순환로 요금인하
SURVEY1,서울,도시/지역발전,도로/교통,도로/건설,인접지역 접근성 향상
SURVEY1,서울,도시/지역발전,도로/교통,철도,경전철
SURVEY1,서울,도시/지역발전,도로/교통,철도,신분당선 연장
SURVEY1,서울,도시/지역발전,도로/교통,철도,열차 내 혼잡
SURVEY1,서울,도시/지역발전,도로/교통,철도,지하철 급행노선 확대
SURVEY1,서울,도시/지역발전,도로/교통,철도,철도도로 지하화·데크화
SURVEY1,서울,도시/지역발전,지역발전,국제협력,국제회의 개최
SURVEY1,서울,도시/지역발전,지역발전,국제협력,남북도시협력
SURVEY1,서울,도시/지역발전,지역발전,국제협력,도시외교
SURVEY1,서울,도시/지역발전,지역발전,지역균형,강북-강남 균형발전
SURVEY1,서울,도시/지역발전,지역발전,지역균형,수도권 과밀화
SURVEY1,서울,도시/지역발전,지역발전,지역균형,지역혁신성장 거점 설립
SURVEY1,서울,도시/지역발전,지역발전,지역정책,국제교류 복합지구
SURVEY1,서울,도시/지역발전,지역발전,지역정책,은평 서울혁신파크
SURVEY1,서울,도시/지역발전,지역발전,지역정책,초고층 랜드마크 건설
SURVEY1,서울,도시/지역발전,지역발전,지역정책,한강센트럴워터파크
SURVEY1,서울,정치/행정자치,자치,자치,자치단체역량 강화
SURVEY1,서울,정치/행정자치,자치,자치,자치분권 확대
SURVEY1,서울,정치/행정자치,자치,자치,자치입법권 확대
SURVEY1,서울,정치/행정자치,자치,주민,마을공동체법
SURVEY1,서울,정치/행정자치,자치,주민,시민입법플랫폼 도입
SURVEY1,서울,정치/행정자치,자치,주민,주민자치회 직선제
SURVEY1,서울,정치/행정자치,자치,주민,주민투표제
SURVEY1,서울,정치/행정자치,정치,지방의회,전문성 향상
SURVEY1,서울,정치/행정자치,정치,지방의회,정책역량 강화
SURVEY1,서울,정치/행정자치,정치,지방의회,지방의회 다양화
SURVEY1,서울,정치/행정자치,정치,지방정부,법제 개편
SURVEY1,서울,정치/행정자치,정치,지방정부,사무직 인사권 이양
SURVEY1,서울,정치/행정자치,정치,지방정부,입법역량 강화
SURVEY1,서울,정치/행정자치,정치,지방정부,재정독립성
SURVEY1,서울,정치/행정자치,정치,행정구역,광역통합
SURVEY1,서울,정치/행정자치,정치,행정구역,서울 분할
SURVEY1,서울,정치/행정자치,정치,행정구역,서울시 확장
SURVEY1,서울,정치/행정자치,정치,행정구역,시 이하 범위 서울 편입 허용
SURVEY1,서울,정치/행정자치,정치,행정구역,자치구 통폐합
SURVEY1,서울,정치/행정자치,행정,교육행정,공교육 강화
SURVEY1,서울,정치/행정자치,행정,교육행정,교육격차 해소
SURVEY1,서울,정치/행정자치,행정,교육행정,국가장학금 확대
SURVEY1,서울,정치/행정자치,행정,교육행정,산업별 인력교육 강화
SURVEY1,서울,정치/행정자치,행정,균형발전,국세 차등 배분
SURVEY1,서울,정치/행정자치,행정,균형발전,지방교부세율 현실화
SURVEY1,서울,정치/행정자치,행정,균형발전,행정수도 이전
SURVEY1,서울,정치/행정자치,행정,여성대표성확대,성별할당제
SURVEY1,서울,정치/행정자치,행정,여성대표성확대,양성평등 문화 확산
SURVEY1,서울,정치/행정자치,행정,여성대표성확대,여성정책 강화
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,사회재난,부실공사방지
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,사회재난,사회재난기금
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,사회재난,산업재해대책
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,안전/치안,범죄예방
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,안전/치안,사이버안보
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,안전/치안,안전한 먹거리
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,안전/치안,주민밀착형 치안
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,자연재난,산업재해대책
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,자연재난,소방인력·장비 확충
SURVEY1,서울,환경/소방/재난안전,소방/시민안전,자연재난,재난신속대응
SURVEY1,서울,환경/소방/재난안전,환경보전,대기보전,그린뉴딜정책
SURVEY1,서울,환경/소방/재난안전,환경보전,대기보전,미세먼지 배출총량제
SURVEY1,서울,환경/소방/재난안전,환경보전,대기보전,저탄소 스마트산업단지 조성
SURVEY1,서울,환경/소방/재난안전,환경보전,대기보전,친환경자동차
SURVEY1,서울,환경/소방/재난안전,환경보전,대기보전,탄소중립
SURVEY1,서울,환경/소방/재난안전,환경보전,수질환경/하수,도심 물관리 시스템
SURVEY1,서울,환경/소방/재난안전,환경보전,수질환경/하수,도심하천 국가관리
SURVEY1,서울,환경/소방/재난안전,환경보전,수질환경/하수,상수원보전
SURVEY1,서울,환경/소방/재난안전,환경보전,자원순환/에너지,쓰레기매립지 확보
SURVEY1,서울,환경/소방/재난안전,환경보전,자원순환/에너지,음식물쓰레기 처리 간편화
SURVEY1,서울,환경/소방/재난안전,환경보전,자원순환/에너지,재생에너지
SURVEY1,서울,환경/소방/재난안전,환경보전,자원순환/에너지,재활용
SURVEY1,서울,환경/소방/재난안전,환경보전,자원순환/에너지,전기차보급
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,1인가구복지
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,공공 장기요양시설
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,저상형 시내버스 확충
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,첨단 기술활동 맞춤형 복지서비스
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,노인/장애인,특수학교 설립
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,다문화,다문화교육 강화
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,다문화,외국인 아동 보육 지원
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,다문화,이주노동자 생활지원
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,다문화,체류정책 개선
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,가정폭력
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,여성폭력
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,청소년 유해시설 관리
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,친환경급식
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,복지,여성/아동/청소년,학교안전
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,감염병 전문병원 확충
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,반려동물 복지
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,반려동물 진료비 부담 완화
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,감염병/동물 관리,코로나19 피해지원
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,보건의료,보건의료인력 확대
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,보건의료,요양보호사 처우 개선
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,보건의료,장기요양서비스
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,보건의료,청소년 맞춤형 건강검진
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,보건의료,취약계층 의료접근성 강화
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,저출산,공공산후조리원 확대
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,저출산,국공립어린이집 확대
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,보건,저출산,육아휴직
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,관광 전문 인력 양성
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,근로자 휴가지원제도 확대
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,디지털 기반 관광 인프라 건설
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,여가관광권리 보장
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,관광,콘텐츠·관광산업 경쟁력 강화
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,K-POP인프라
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,K-컬쳐허브
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,디자인서울
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,문화예술계 불공정 근절
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,미디어 공공성 향상
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,문화예술/유산,예술인 문화거리
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,생활스포츠 인프라 확충
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,지역체육 공동체화
SURVEY1,서울,사회복지/문화/여성가족/건강/보건,문화관광체육,체육,체육계 불공정 근절
SURVEY1,서울,산업/경제,노동,비정규직,비정규직 제로화
SURVEY1,서울,산업/경제,노동,비정규직,채용공정성
SURVEY1,서울,산업/경제,노동,비정규직,플랫폼노동자 노동권보장
SURVEY1,서울,산업/경제,노동,지역/노사,경제민주화
SURVEY1,서울,산업/경제,노동,지역/노사,공공기관 노동이사제
SURVEY1,서울,산업/경제,노동,지역/노사,노사동반성장
SURVEY1,서울,산업/경제,노동,지역/노사,채용공정성
SURVEY1,서울,산업/경제,노동,청년,중소기업 재직청년 지원
SURVEY1,서울,산업/경제,노동,청년,청년공공기숙사
SURVEY1,서울,산업/경제,노동,청년,청년의무 고용할당제
SURVEY1,서울,산업/경제,노동,청년,청년취업 중소기업 장려
SURVEY1,서울,산업/경제,경제,민생경제,골목상권 보호
SURVEY1,서울,산업/경제,경제,민생경제,소상공인·자영업자 생업안전망
SURVEY1,서울,산업/경제,경제,민생경제,지역화폐
SURVEY1,서울,산업/경제,경제,사회적경제,마을기업 육성
SURVEY1,서울,산업/경제,경제,사회적경제,사회적경제 공제조합 육성
SURVEY1,서울,산업/경제,경제,사회적경제,사회적경제 인적자원 육성
SURVEY1,서울,산업/경제,경제,일자리,국가 일자리보장제
SURVEY1,서울,산업/경제,경제,일자리,여성일자리 확대
SURVEY1,서울,산업/경제,경제,일자리,청년일자리 확대
SURVEY1,서울,산업/경제,경제,일자리,취약계층 취업지원
SURVEY1,서울,산업/경제,산업,미래산업,구로G밸리
SURVEY1,서울,산업/경제,산업,미래산업,마곡R&D
SURVEY1,서울,산업/경제,산업,미래산업,바이오AI산업
SURVEY1,서울,산업/경제,산업,미래산업,여의도금융특구
SURVEY1,서울,산업/경제,산업,산업진흥,K푸드 육성
SURVEY1,서울,산업/경제,산업,산업진흥,서울캠퍼스타운 활성화
SURVEY1,서울,산업/경제,산업,산업진흥,중소벤처기업 지원
SURVEY1,서울,산업/경제,산업,투자진흥,규제혁신
SURVEY1,서울,산업/경제,산업,투자진흥,법인세 인하
SURVEY1,서울,산업/경제,산업,투자진흥,스타트업도시(메카)
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,건축,아파트 리모델링 지원
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,건축,재개발 활성화
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,건축,재건축 규제완화
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,건축,재건축/재개발 기간 단축
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,건축,조정지역 해제
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,생활시설,도시가스 보급 확대
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,생활시설,도심공항 터미널 확충
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,생활시설,보행용 엘리베이터 확충
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,생활시설,생활편의시설 확충
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,생활시설,지하철 에스컬레이터 설치
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,주택,부동산 가격 안정
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,주택,부산형 청년임대주택
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,주택,전월세 가격 안정
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,주택,청년 주거 안정
SURVEY1,부산,도시/지역발전,주택/건축/생활시설,주택,청년주거기금
SURVEY1,부산,도시/지역발전,도로 및 교통,광역교통(공항/철도/시외버스),가덕신공항 공항공사
SURVEY1,부산,도시/지역발전,도로 및 교통,광역교통(공항/철도/시외버스),가덕신공항 조기 완공
SURVEY1,부산,도시/지역발전,도로 및 교통,광역교통(공항/철도/시외버스),김해공항 확장
SURVEY1,부산,도시/지역발전,도로 및 교통,광역교통(공항/철도/시외버스),에어시티
SURVEY1,부산,도시/지역발전,도로 및 교통,광역교통(공항/철도/시외버스),장거리 노선 취항
SURVEY1,부산,도시/지역발전,도로 및 교통,도로계획/정비,가락IC 무료화
SURVEY1,부산,도시/지역발전,도로 및 교통,도로계획/정비,대심도 건설
SURVEY1,부산,도시/지역발전,도로 및 교통,도로계획/정비,도심 터널
SURVEY1,부산,도시/지역발전,도로 및 교통,도로계획/정비,유료도료 무료화
SURVEY1,부산,도시/지역발전,도로 및 교통,도로계획/정비,을숙도대교 통행료 인하
SURVEY1,부산,도시/지역발전,도로 및 교통,도시대중교통(도시철도/시내버스/택시/트램),BRT 확대
SURVEY1,부산,도시/지역발전,도로 및 교통,도시대중교통(도시철도/시내버스/택시/트램),급행전철 도입
SURVEY1,부산,도시/지역발전,도로 및 교통,도시대중교통(도시철도/시내버스/택시/트램),도시철도 신규 건설
SURVEY1,부산,도시/지역발전,도로 및 교통,도시대중교통(도시철도/시내버스/택시/트램),도시철도 연장
SURVEY1,부산,도시/지역발전,도로 및 교통,도시대중교통(도시철도/시내버스/택시/트램),어반루프 건설
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시개발,경부선 지하화
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시개발,도심철도시설 이전
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시개발,부전역 복합환승센터
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시개발,북항재개발
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시개발,원도심개발
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시계획,55보급창 이전
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시계획,8부두 군사시설 이전
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시계획,도심 개조
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시계획,북항 2단계 개발
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,도시계획,북항 스마트마린시티
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,지역발전,2030 부산 엑스포
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,지역발전,동서부산 균형발전
SURVEY1,부산,도시/지역발전,도시 계획 및 개발,지역발전,부울경 메가시티
SURVEY1,부산,정치/행정자치,광역협력,광역공동사무,광역 BRT 확대
SURVEY1,부산,정치/행정자치,광역협력,광역공동사무,동해남부선 배차 확대
SURVEY1,부산,정치/행정자치,광역협력,광역공동사무,부울경 광역환승할인제 도입
SURVEY1,부산,정치/행정자치,광역협력,광역인프라,경전선 조기 개통
SURVEY1,부산,정치/행정자치,광역협력,광역인프라,광역교통망 구축
SURVEY1,부산,정치/행정자치,광역협력,광역인프라,광역전철화
SURVEY1,부산,정치/행정자치,광역협력,광역인프라,노포-양산 순환 전철
SURVEY1,부산,정치/행정자치,광역협력,광역인프라,부울경 GTX 건설
SURVEY1,부산,정치/행정자치,행정자치,자치분권,개방형 감사관제
SURVEY1,부산,정치/행정자치,행정자치,자치분권,단체장 자치회의 정례화
SURVEY1,부산,정치/행정자치,행정자치,자치분권,시민청원제
SURVEY1,부산,정치/행정자치,행정자치,자치분권,시민행복지수
SURVEY1,부산,정치/행정자치,행정자치,자치분권,행복영향평가제
SURVEY1,부산,정치/행정자치,행정자치,정부혁신/협치,고위직 여성 할당제
SURVEY1,부산,정치/행정자치,행정자치,정부혁신/협치,마을공동체 활성화
SURVEY1,부산,정치/행정자치,행정자치,정부혁신/협치,시민정책박람회 개최
SURVEY1,부산,정치/행정자치,행정자치,정부혁신/협치,여성 부시장 신설
SURVEY1,부산,정치/행정자치,행정자치,정부혁신/협치,주민자치위원회 활성화
SURVEY1,부산,환경/소방/재난안전,자원관리,공원,UN기념공원 유네스코 세계문화유산 등재
SURVEY1,부산,환경/소방/재난안전,자원관리,공원,반려동물 공원 확대
SURVEY1,부산,환경/소방/재난안전,자원관리,공원,반려동물 조례 제정
SURVEY1,부산,환경/소방/재난안전,자원관리,공원,삼락생태공원 국가정원화
SURVEY1,부산,환경/소방/재난안전,자원관리,산림녹지,공영도심농장 조성
SURVEY1,부산,환경/소방/재난안전,자원관리,산림녹지,금정산 국립공원 지정
SURVEY1,부산,환경/소방/재난안전,자원관리,산림녹지,동천생태계 관리
SURVEY1,부산,환경/소방/재난안전,자원관리,자원순환,신재생에너지 클러스터 구축
SURVEY1,부산,환경/소방/재난안전,자원관리,자원순환,재활용품 사용 확대
SURVEY1,부산,환경/소방/재난안전,자원관리,자원순환,해수담수화 시설 활용
SURVEY1,부산,환경/소방/재난안전,자원관리,자원순환,해양수소산업 육성
SURVEY1,부산,환경/소방/재난안전,소방안전,소방,노후소방차 교체
SURVEY1,부산,환경/소방/재난안전,소방안전,소방,소방인력 확충
SURVEY1,부산,환경/소방/재난안전,소방안전,소방,소방차 진입로 확보
SURVEY1,부산,환경/소방/재난안전,소방안전,안전,안전기준 강화
SURVEY1,부산,환경/소방/재난안전,소방안전,안전,원전안전 감시체계 강화
SURVEY1,부산,환경/소방/재난안전,소방안전,안전,지진방재대책 수립
SURVEY1,부산,환경/소방/재난안전,소방안전,재난,재난대책 강화
SURVEY1,부산,환경/소방/재난안전,소방안전,재난,재난물품 사전 비축
SURVEY1,부산,환경/소방/재난안전,소방안전,재난,재난안전기술센터 건립
SURVEY1,부산,환경/소방/재난안전,오염관리,기후대기,공공시설 공기청정기 보급
SURVEY1,부산,환경/소방/재난안전,오염관리,기후대기,대개오염물질 배출시설 규제
SURVEY1,부산,환경/소방/재난안전,오염관리,기후대기,선박오염 규제 강화
SURVEY1,부산,환경/소방/재난안전,오염관리,기후대기,초미세먼지 저감대책
SURVEY1,부산,환경/소방/재난안전,오염관리,기후대기,친환경 버스 확충
SURVEY1,부산,환경/소방/재난안전,오염관리,물관리,낙동강 TOC 총량제
SURVEY1,부산,환경/소방/재난안전,오염관리,물관리,낙동강 하굿둑 수문개방
SURVEY1,부산,환경/소방/재난안전,오염관리,물관리,수질유해물질 배출량 저감
SURVEY1,부산,환경/소방/재난안전,오염관리,물관리,취수원 다변화
SURVEY1,부산,환경/소방/재난안전,오염관리,폐기물 관리,사업장 쓰레기 감량
SURVEY1,부산,환경/소방/재난안전,오염관리,폐기물 관리,쓰레기 재활용 강화
SURVEY1,부산,환경/소방/재난안전,오염관리,폐기물 관리,쓰레기 종량제 개선
SURVEY1,부산,환경/소방/재난안전,오염관리,폐기물 관리,쓰레기 줄이기
SURVEY1,부산,환경/소방/재난안전,오염관리,폐기물 관리,일회용품 저감 대책
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 인프라,국가 박물관 분원 유치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 인프라,부산문학관 건립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 인프라,유라시아 컬쳐플랫폼 조성
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 인프라,해외미술관 분원 유치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 콘텐츠,국제영화제 개최 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 콘텐츠,글로벌 투자배급사 육성
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 콘텐츠,부산시립오페라단 창단
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,문화예술 콘텐츠,오페라 페스티벌 개최
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,체육진흥,강서빙상장 건설
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,체육진흥,국민체육센터 설립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,체육진흥,권역별 생활체육시설 
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,체육진흥,돔야구장 건설
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,문화예술체육,체육진흥,생활체육기금 조성
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,보건의료,24시간 아동전문병원 설립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,보건의료,대형 대학병원 유치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,보건의료,서부산의료원 조기 완공
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,보건의료,침례병원 공공병원화
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,일반생활복지,동맞춤형 생활복지 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,일반생활복지,복지사각지대 개선
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,일반생활복지,생활복지 지원 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,일반생활복지,코로나19 회복 지원
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,특수복지,공공요양시설 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,특수복지,노인복지관 확충
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,특수복지,장애인 훈련센터 건립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,특수복지,장애인복지관 확충
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,사회복지/보건의료,특수복지,휠체어 상시수리센터 설치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,교육/다문화,교육발전기금 조성
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,교육/다문화,다문화 가족 지원프로그램 다양화
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,교육/다문화,다문화 교육 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,교육/다문화,다행복 교육지원사업 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,교육/다문화,마을도서관 건립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,고교무상급식 활대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,놀이터) 확충
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,신입생 교복지원 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,아동학대 케어센터 설치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,어린이 놀이시설(키즈카페
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,아동청소년,어린이 전용도사관 조성
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,경력단절여성 일자리 창출
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,공공산후조리원 설립
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,국공립 어린이집 확대
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,디지털 성범죄 대응센터 설치
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,육아종합지원센터 확충
SURVEY1,부산,사회복지/문화/여성가족/건강/보건,여성가족/교육/다문화,여성가족/출산보육,출산장려금 확대
SURVEY1,부산,산업/경제,경제일자리,4차 산업혁명 일자리,디지털 전문인력 양성
SURVEY1,부산,산업/경제,경제일자리,4차 산업혁명 일자리,스마트 일자리 정보제공
SURVEY1,부산,산업/경제,경제일자리,4차 산업혁명 일자리,스마트공장 보급
SURVEY1,부산,산업/경제,경제일자리,4차 산업혁명 일자리,스마트형 4차 산업 일자리
SURVEY1,부산,산업/경제,경제일자리,공공일자리,공공근로 확대
SURVEY1,부산,산업/경제,경제일자리,공공일자리,공공일자리 정보 제공
SURVEY1,부산,산업/경제,경제일자리,공공일자리,공공형 일자리 발굴
SURVEY1,부산,산업/경제,경제일자리,민간 일자리,귀촌귀농 지원
SURVEY1,부산,산업/경제,경제일자리,민간 일자리,신중년 재기 복합타운
SURVEY1,부산,산업/경제,경제일자리,민간 일자리,중년 일자리 확대
SURVEY1,부산,산업/경제,경제일자리,민간 일자리,청년 취업 사관학교
SURVEY1,부산,산업/경제,경제일자리,민간 일자리,청년 취창업 확대
SURVEY1,부산,산업/경제,산업,미래첨단산업,데이터센터 집적단지 조성
SURVEY1,부산,산업/경제,산업,미래첨단산업,동남권 파워반도체
SURVEY1,부산,산업/경제,산업,미래첨단산업,자율주행 시범운행지구
SURVEY1,부산,산업/경제,산업,미래첨단산업,제2센터 도시첨단산업단지
SURVEY1,부산,산업/경제,산업,미래첨단산업,지역특화 데이터댐
SURVEY1,부산,산업/경제,산업,일반산업(제조/서비스업),마린바이오 산업
SURVEY1,부산,산업/경제,산업,일반산업(제조/서비스업),의료 휴양 관광벨트
SURVEY1,부산,산업/경제,산업,일반산업(제조/서비스업),첨단지능 기계부품 산업단지
SURVEY1,부산,산업/경제,산업,일반산업(제조/서비스업),트라이포트 물류 복합단지
