dataset,region,policy_issue,rank,weight,issue
SURVEY9,대전,정치/행정자치,11,4.6,지방의회 역량강화
SURVEY9,대전,정치/행정자치,12,3.8,지방대학 지원
SURVEY9,대전,정치/행정자치,13,3.3,복합청사 건립
SURVEY9,울산,산업/경제,1,4.4,울산형 일자리 10만개 창출
SURVEY9,울산,산업/경제,2,3.8,중장년/퇴직자 일자리 지원센터 설치
SURVEY9,울산,산업/경제,3,3.7,울산경제자유구역 지정
SURVEY9,울산,산업/경제,4,3.6,일자리 정보 제공
SURVEY9,울산,산업/경제,5,3.4,청년 취창업 생태계 구축
SURVEY9,울산,산업/경제,6,3.3,조선/해양플랜트산업 육성
SURVEY9,울산,산업/경제,7,3.1,수소에너지 클러스터 조성(산업)
SURVEY9,울산,산업/경제,7,3.1,스마트 재생에너지 메카 건설
SURVEY9,울산,산업/경제,8,3,농수산물도매시장 현대화
SURVEY9,울산,산업/경제,8,3,지능형 미래자동차산업 육성
SURVEY9,울산,산업/경제,8,3,수소에너지 클러스터 조성(기업)
SURVEY9,울산,산업/경제,9,2.8,노동/일자리 거버넌스 협치 구축
SURVEY9,울산,산업/경제,9,2.8,지능형 미래자동차 Hi-tech 밸리 조성
SURVEY9,울산,산업/경제,10,2.7,4차 산업혁명 선도도시 센서벨리 조성
SURVEY9,울산,산업/경제,10,2.7,첨단 스마트 시티/혁신도시/국가산업단지 조성
SURVEY9,울산,산업/경제,11,2.5,신소재 화학산업 육성
SURVEY9,울산,산업/경제,12,2.4,세계최대 수소타운 건설
SURVEY9,울산,산업/경제,12,2.4,울산 도심항공모빌리티(UAM) 클러스터 조성
SURVEY9,울산,산업/경제,13,2.3,부유식 해상풍력 제조연구단지 조성
SURVEY9,울산,산업/경제,13,2.3,자율주행 자동차 시험장 구축
SURVEY9,울산,도시/지역발전,1,4.6,울산역 복합환승센터 정비(도시개발)
SURVEY9,울산,도시/지역발전,2,3.8,수소 트램 건설
SURVEY9,울산,도시/지역발전,3,3.7,공영주차장 설치/증축
SURVEY9,울산,도시/지역발전,4,3.5,고속열차/광역철도 노선 신설
SURVEY9,울산,도시/지역발전,4,3.5,유료도로 통행료 무료화
SURVEY9,울산,도시/지역발전,4,3.5,울산외곽순환고속도로 건설
SURVEY9,울산,도시/지역발전,4,3.5,부울경 메가시티
SURVEY9,울산,도시/지역발전,5,3.4,재개발/재건축 규제 완화
SURVEY9,울산,도시/지역발전,6,3.3,부울경 광역철도망 구축
SURVEY9,울산,도시/지역발전,7,3.1,주거환경 개선
SURVEY9,울산,도시/지역발전,8,2.9,어르신 공공임대주택
SURVEY9,울산,도시/지역발전,9,2.8,노후 단독주택 리모델링 지원
SURVEY9,울산,도시/지역발전,9,2.8,상습침수지역 하수관로 정비
SURVEY9,울산,도시/지역발전,10,2.7,청년 공공임대주택
SURVEY9,울산,도시/지역발전,11,2.6,개발제한구역 개편
SURVEY9,울산,도시/지역발전,11,2.6,직통버스 노선 확대
SURVEY9,울산,도시/지역발전,11,2.6,울산공항 확장
SURVEY9,울산,도시/지역발전,12,2.4,2030년 수소타운 건설
SURVEY9,울산,도시/지역발전,12,2.4,옥동 군부대 이전
SURVEY9,울산,도시/지역발전,12,2.4,생활 기반시설 정비/확충(아파트 단지 도로/가로등/도색 등)
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,1,3.7,울산의료원 조속 설립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,2,3.3,태화강 국가정원 관광상품 개발
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,3,3.1,건강/위생/안전 상설교육센터 설치
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,4,3,종합대학 유치
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,5,2.9,지역 거점별 생활체육시설 확충
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,6,2.8,공공도서관 건립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,6,2.8,도심권 상급종합병원(제2울산대병원) 건립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,7,2.7,대형 다목적 실내체육관 건립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,7,2.7,의료복합타운 건설
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,7,2.7,울산 아트페스티벌 개최
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,8,2.6,반구대암각화 세계문화유산 등재/보존
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,8,2.6,여성 일자리센터 설립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,9,2.5,복합문화아트홀 건립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,10,2.4,국민건강인센티브제 도입
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,11,2.3,국공립/공공형 어린이집 확충
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,12,2.2,경력단절여성 지원
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,12,2.2,여성폭력 근절
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,12,2.2,노인복지관/공공실버하우스 건립
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,13,2.1,시민맞춤형 건강서비스 확대
SURVEY9,울산,사회복지/문화/여성가족/건강/보건,13,2.1,중고교생 무상교복/고교무상급식
SURVEY9,울산,환경/소방/재난안전,1,4,태화강 국가정원 지정/확대
SURVEY9,울산,환경/소방/재난안전,2,3.5,국간산단 완충녹지 조성
SURVEY9,울산,환경/소방/재난안전,3,3.4,고품질 수돗물/맑은물 공급
SURVEY9,울산,환경/소방/재난안전,4,3.2,공기정화도시 조성
SURVEY9,울산,환경/소방/재난안전,5,3.1,도심속 산림욕장(황방상공원) 조성
SURVEY9,울산,환경/소방/재난안전,5,3.1,안전시설 확충
SURVEY9,울산,환경/소방/재난안전,5,3.1,수질개선 사업
SURVEY9,울산,환경/소방/재난안전,6,3,하수처리시설 인프라 확충
SURVEY9,울산,환경/소방/재난안전,7,2.9,상수도시설 확충
SURVEY9,울산,환경/소방/재난안전,8,2.8,스마트 재생에너지 개발
SURVEY9,울산,환경/소방/재난안전,8,2.8,재해/재난관리 클러스터 조성
SURVEY9,울산,환경/소방/재난안전,8,2.8,원자력안전기술단지 설립
SURVEY9,울산,환경/소방/재난안전,9,2.7,함월 도담숲 조성
SURVEY9,울산,환경/소방/재난안전,10,2.6,국가산단 특수재난 안전훈련센터 건립
SURVEY9,울산,환경/소방/재난안전,10,2.6,해수자원화시스템 개발(자원관리)
SURVEY9,울산,환경/소방/재난안전,10,2.6,친환경 수소차 혜택 확대
SURVEY9,울산,환경/소방/재난안전,10,2.6,원자력시설 해체 종합연구센터 설립
SURVEY9,울산,환경/소방/재난안전,11,2.5,소방안전 인프라 구축
SURVEY9,울산,환경/소방/재난안전,11,2.5,해수담수화 플랜트 사업
SURVEY9,울산,환경/소방/재난안전,11,2.5,자동차 탄소포인트제 운영
SURVEY9,울산,정치/행정자치,1,9.4,태화강 고속열차/광역철도 신설
SURVEY9,울산,정치/행정자치,2,8.6,부울경 광역환승할인제 도입
SURVEY9,울산,정치/행정자치,3,7.6,부울경 광역철도망 건설
SURVEY9,울산,정치/행정자치,4,6.6,동해남부선 배차 시간 단축
SURVEY9,울산,정치/행정자치,5,6,반부패 청렴방 운영
SURVEY9,울산,정치/행정자치,5,6,정책실명제
SURVEY9,울산,정치/행정자치,5,6,울산역 복합환승센터 정비(광역협력)
SURVEY9,울산,정치/행정자치,5,6,신고센터 운영(규제개혁/청탁금지법/예산낭비 등)
SURVEY9,울산,정치/행정자치,6,5.9,울산시민아카데미 운영
SURVEY9,울산,정치/행정자치,7,5.8,주민감사청구제도
SURVEY9,울산,정치/행정자치,8,5.3,대형공사시민감시관제도
SURVEY9,울산,정치/행정자치,9,5,주민자치위원회 활성화
SURVEY9,울산,정치/행정자치,10,4.9,동남권 순환철도 조기 완공
SURVEY9,울산,정치/행정자치,11,4.7,광역전철 연장
SURVEY9,울산,정치/행정자치,12,4.4,공익제보자 보호/보상 강화
SURVEY9,울산,정치/행정자치,13,4,적극행정면책제도 활성화
SURVEY9,울산,정치/행정자치,14,3.9,사전컨설팅감사제도
SURVEY9,세종,산업/경제,1,6.1,세종스마트국가산단
SURVEY9,세종,산업/경제,2,6,대전-세종 경제자유구역 지정
SURVEY9,세종,산업/경제,3,5.7,로컬푸드 확대
SURVEY9,세종,산업/경제,4,4.9,지역주민 의무고용(경제)
SURVEY9,세종,산업/경제,5,4.7,채용공정성
SURVEY9,세종,산업/경제,6,4.3,지역화폐
SURVEY9,세종,산업/경제,7,4.2,비정규직센터 설립
SURVEY9,세종,산업/경제,7,4.2,지역주민 의무고용(노동)
SURVEY9,세종,산업/경제,8,3.9,지역인재 할당제
SURVEY9,세종,산업/경제,9,3.8,청년의무 고용할당제
SURVEY9,세종,산업/경제,10,3.7,규제완화
SURVEY9,세종,산업/경제,10,3.7,청년취업 중소기업 장려
SURVEY9,세종,산업/경제,10,3.7,사회적경제 인적자원 육성
SURVEY9,세종,산업/경제,10,3.7,도시농업 활성화
SURVEY9,세종,산업/경제,11,3.5,마을기업 육성
SURVEY9,세종,산업/경제,12,3.4,상가공실
SURVEY9,세종,산업/경제,13,3.1,공공부문 비정규직 정규직 전환
SURVEY9,세종,산업/경제,13,3.1,중소기업 재직청년 지원
SURVEY9,세종,산업/경제,14,2.7,국제과학비즈니스벨트
SURVEY9,세종,산업/경제,14,2.7,사회적경제 공제조합 육성
SURVEY9,세종,도시/지역발전,1,6.1,세종·서울 고속도로 조기 완공
SURVEY9,세종,도시/지역발전,2,5.4,KTX 세종역
SURVEY9,세종,도시/지역발전,3,4.8,대통령 세종집무실 설치
SURVEY9,세종,도시/지역발전,4,4.7,지역균형발전 특별회계 확대
SURVEY9,세종,도시/지역발전,4,4.7,행복도시법 세종 전체 적용
SURVEY9,세종,도시/지역발전,5,4.6,부동산 투기 근절
SURVEY9,세종,도시/지역발전,5,4.6,충청권메가시티 스마트헬스시티
SURVEY9,세종,도시/지역발전,6,4.3,출퇴근 시간 광역버스 확충
SURVEY9,세종,도시/지역발전,7,4.2,공공빅데이터 산업도시
SURVEY9,세종,도시/지역발전,8,4.1,도시숲
SURVEY9,세종,도시/지역발전,9,3.9,부동산 규제완화
SURVEY9,세종,도시/지역발전,10,3.6,도시외교
SURVEY9,세종,도시/지역발전,11,3.5,국제회의 개최
SURVEY9,세종,도시/지역발전,12,3.3,간선급행버스(BRT) 요금할인
SURVEY9,세종,도시/지역발전,13,3,중입자가속기 암치료센터
SURVEY9,세종,도시/지역발전,14,2.9,충청권 광역철도망
SURVEY9,세종,도시/지역발전,15,2.6,방사선 의과학융합산업 클러스터 구축
SURVEY9,세종,도시/지역발전,16,2.5,수도권 전철 조치원 연장
SURVEY9,세종,도시/지역발전,17,2.4,조치원 원도심 활성화
SURVEY9,세종,도시/지역발전,18,2.3,1인가구 반값 임대주택
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,1,4.6,일-생활 균형
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,2,4.2,생활스포츠 인프라 확충
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,3,3.9,건강보험료 개편
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,4,3.8,수변공원 조성
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,4,3.8,아이돌봄서비스 확충
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,5,3.5,금강주변 관광
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,5,3.5,다문화교육 강화
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,6,3.4,세종디지털미디어센터(DMC) 건립
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,6,3.4,지역돌보미센터 강화
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,6,3.4,어린이전문병원
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,7,3.3,문화벨트조성
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,8,3.2,교통약자 이용권 확대
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,8,3.2,청소년 맞춤형 건강검진
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,9,3.1,국공립어린이집 확대
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,9,3.1,콘텐츠·관광산업 경쟁력 강화
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,9,3.1,저상형 시내버스 확충
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,10,3,노인공공근로
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,10,3,육아휴직
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,11,2.9,감염병 전문병원 확충
SURVEY9,세종,사회복지/문화/여성가족/건강/보건,11,2.9,현대미술관 유치
SURVEY9,세종,환경/소방/재난안전,1,6.6,부실공사방지
SURVEY9,세종,환경/소방/재난안전,2,5.3,미세먼지대책
SURVEY9,세종,환경/소방/재난안전,3,4.9,재난신속대응
SURVEY9,세종,환경/소방/재난안전,4,4.8,도심 물관리 시스템
SURVEY9,세종,환경/소방/재난안전,5,4.7,범죄예방
SURVEY9,세종,환경/소방/재난안전,5,4.7,소방인력·장비 확충
SURVEY9,세종,환경/소방/재난안전,6,4.4,신재생에너지
SURVEY9,세종,환경/소방/재난안전,6,4.4,치안
SURVEY9,세종,환경/소방/재난안전,7,4.1,산업재해대책(사회재난)
SURVEY9,세종,환경/소방/재난안전,7,4.1,상수원보전
SURVEY9,세종,환경/소방/재난안전,8,4,안전한 먹거리
SURVEY9,세종,환경/소방/재난안전,8,4,친환경버스
SURVEY9,세종,환경/소방/재난안전,8,4,전기차보급
SURVEY9,세종,환경/소방/재난안전,9,3.9,음식물 쓰레기처리 간편화
SURVEY9,세종,환경/소방/재난안전,10,3.7,페기물 처리
SURVEY9,세종,환경/소방/재난안전,11,3.6,도심하천 국가관리
SURVEY9,세종,환경/소방/재난안전,11,3.6,학교안전
SURVEY9,세종,환경/소방/재난안전,12,3.4,재활용품 공공기관 의무구매
SURVEY9,세종,환경/소방/재난안전,13,3.1,저탄소 스마트산업단지 조성
SURVEY9,세종,환경/소방/재난안전,13,3.1,탄소중립
SURVEY9,세종,정치/행정자치,1,6.5,전문성 향상
SURVEY9,세종,정치/행정자치,2,6.3,양성평등 문화 확산
SURVEY9,세종,정치/행정자치,3,6,행정수도 이전
SURVEY9,세종,정치/행정자치,4,5.5,재정독립성
SURVEY9,세종,정치/행정자치,4,5.5,정책역량 강화
SURVEY9,세종,정치/행정자치,5,4.9,자치단체역량 강화
SURVEY9,세종,정치/행정자치,5,4.9,주민투표제
SURVEY9,세종,정치/행정자치,6,4.1,세종공동캠퍼스 조기 개원
SURVEY9,세종,정치/행정자치,7,4,무상교육 확대
SURVEY9,세종,정치/행정자치,8,3.9,세종의사당 조기 개원
SURVEY9,세종,정치/행정자치,9,3.8,자치분권 확대
SURVEY9,세종,정치/행정자치,10,3.6,시민 시정 참여제
SURVEY9,세종,정치/행정자치,11,3.3,독립적 감사위원회 설치
SURVEY9,세종,정치/행정자치,12,3.2,2단계 공공기관 이전
SURVEY9,세종,정치/행정자치,13,3,주민자치회 직선제
SURVEY9,세종,정치/행정자치,14,2.9,유치원·어린이집 통합
SURVEY9,세종,정치/행정자치,15,2.7,국립행정대학원 설립
SURVEY9,세종,정치/행정자치,15,2.7,지방의회 다양화
SURVEY9,세종,정치/행정자치,16,2.5,자치입법권 확대
SURVEY9,세종,정치/행정자치,17,2.2,여성정책 강화
SURVEY9,경기,산업/경제,1,5.9,청년일자리 확대
SURVEY9,경기,산업/경제,2,5.4,채용공정성
SURVEY9,경기,산업/경제,3,5.2,규제완화
SURVEY9,경기,산업/경제,4,4.4,스마트농업
SURVEY9,경기,산업/경제,5,3.4,4차 산업기술 연구단지
SURVEY9,경기,산업/경제,5,3.4,여성일자리확충
SURVEY9,경기,산업/경제,5,3.4,사회적경제 인적자원 육성
SURVEY9,경기,산업/경제,5,3.4,비정규직 제로화
SURVEY9,경기,산업/경제,5,3.4,골목상권보호
SURVEY9,경기,산업/경제,6,3.3,청년취업 중소기업 장려
SURVEY9,경기,산업/경제,7,3.2,주력산업 구조 고도화
SURVEY9,경기,산업/경제,7,3.2,혁신클러스터
SURVEY9,경기,산업/경제,8,3.1,농식품 산업육성
SURVEY9,경기,산업/경제,9,2.9,비정규직센터 설립
SURVEY9,경기,산업/경제,9,2.9,지역화폐
SURVEY9,경기,산업/경제,9,2.9,스마트워크센터 설립
SURVEY9,경기,산업/경제,10,2.8,마을기업 육성
SURVEY9,경기,산업/경제,10,2.8,조세정의 마련
SURVEY9,경기,산업/경제,11,2.7,중소기업 재직청년 지원
SURVEY9,경기,산업/경제,12,2.6,공공기관 정규직 전환
SURVEY9,경기,도시/지역발전,1,6,광역교통망 확충
SURVEY9,경기,도시/지역발전,2,5.9,부동산 투기 근절
SURVEY9,경기,도시/지역발전,3,5.3,경기남북부 균형발전
SURVEY9,경기,도시/지역발전,4,4.8,신도시 인프라 확충
SURVEY9,경기,도시/지역발전,5,4.4,GTX 연장
SURVEY9,경기,도시/지역발전,5,4.4,전기자동차 충전인프라 확충
SURVEY9,경기,도시/지역발전,6,4.2,부동산 규제완화
SURVEY9,경기,도시/지역발전,7,4.1,전국대중교통 통합연계교통망
SURVEY9,경기,도시/지역발전,8,3.5,북부지역 친환경 에너지 산업
SURVEY9,경기,도시/지역발전,9,3.3,저소득층 공공임대주택
SURVEY9,경기,도시/지역발전,9,3.3,접경지 간선 교통망 확충
SURVEY9,경기,도시/지역발전,10,3.2,DMZ생태평화지구 조성
SURVEY9,경기,도시/지역발전,10,3.2,광역버스 준공영제
SURVEY9,경기,도시/지역발전,11,2.9,신분당선 연장
SURVEY9,경기,도시/지역발전,12,2.8,도시외교
SURVEY9,경기,도시/지역발전,13,2.7,미군 반환 공여지 개발
SURVEY9,경기,도시/지역발전,13,2.7,초과이익환수
SURVEY9,경기,도시/지역발전,13,2.7,접경지역 규제완화
SURVEY9,경기,도시/지역발전,14,2.3,저소득층 전월세 보증지원
SURVEY9,경기,도시/지역발전,14,2.3,통일경제특구
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,1,4.8,생활스포츠 인프라 확충
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,2,4.4,생애주기별 맞춤형 복지
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,3,4.3,공공의료 지원
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,4,4.2,국공립어린이집 확대
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,5,3.9,공공실버복합타운 건설
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,5,3.9,취약계층 의료접근성 강화
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,5,3.9,어르신문화일자리
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,6,3.7,감염병 전문병원 확충
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,7,3.6,보건의료인력 확대
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,8,3.4,문화예술계 불공정 근절
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,9,3.3,근로자 휴가지원제도 확대
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,10,3,육아휴직
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,10,3,코로나19 피해지원
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,11,2.9,노인종합복지센터 확충
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,11,2.9,콘텐츠·관광산업 경쟁력 강화
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,12,2.8,다문화교육 강화
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,13,2.7,아이돌봄서비스 확충
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,14,2.6,공공산후조리원 확대
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,15,2.5,여가관광권리 보장
SURVEY9,경기,사회복지/문화/여성가족/건강/보건,15,2.5,체육계 불공정 근절
SURVEY9,경기,환경/소방/재난안전,1,6.4,부실공사방지
SURVEY9,경기,환경/소방/재난안전,2,5.7,안전한 먹거리
SURVEY9,경기,환경/소방/재난안전,3,5.6,재난신속대응
SURVEY9,경기,환경/소방/재난안전,4,5.4,미세먼지 종합대책
SURVEY9,경기,환경/소방/재난안전,4,5.4,소방인력·장비 확충
SURVEY9,경기,환경/소방/재난안전,4,5.4,산업재해대책(사회재난)
SURVEY9,경기,환경/소방/재난안전,5,5.1,폐기물 처리
SURVEY9,경기,환경/소방/재난안전,6,5,친환경자동차
SURVEY9,경기,환경/소방/재난안전,7,4.8,도심 물관리 시스템
SURVEY9,경기,환경/소방/재난안전,7,4.8,주민밀착형 치안
SURVEY9,경기,환경/소방/재난안전,7,4.8,재생에너지
SURVEY9,경기,환경/소방/재난안전,8,4.7,상수원보전
SURVEY9,경기,환경/소방/재난안전,9,4.2,탄소중립
SURVEY9,경기,환경/소방/재난안전,10,3.9,1인가구 밀접지역 범죄예방
SURVEY9,경기,환경/소방/재난안전,11,3.7,전기차보급
SURVEY9,경기,환경/소방/재난안전,12,3.6,도심하천 국가관리
SURVEY9,경기,환경/소방/재난안전,12,3.6,산업재해대책(자연재난)
SURVEY9,경기,환경/소방/재난안전,13,3.4,쓰레기매립지 확보
SURVEY9,경기,환경/소방/재난안전,14,3.3,교통사고 안전 거리 조성
SURVEY9,경기,환경/소방/재난안전,15,2.5,그린뉴딜정책
SURVEY9,경기,정치/행정자치,1,8.2,전문성 향상
SURVEY9,경기,정치/행정자치,2,5.8,공교육 강화
SURVEY9,경기,정치/행정자치,2,5.8,양성평등 문화 확산
SURVEY9,경기,정치/행정자치,2,5.8,교육격차 해소
SURVEY9,경기,정치/행정자치,3,5.3,자치단체역량 강화
SURVEY9,경기,정치/행정자치,3,5.3,주민투표제
SURVEY9,경기,정치/행정자치,4,4.5,정책역량 강화
SURVEY9,경기,정치/행정자치,5,4.1,국세 차등 배분
SURVEY9,경기,정치/행정자치,6,3.9,오산-수원-화성 상생생활권
SURVEY9,경기,정치/행정자치,6,3.9,재정독립성
SURVEY9,경기,정치/행정자치,7,3.8,행정구와 선거구 일치
SURVEY9,경기,정치/행정자치,8,3.7,경기남도-북도 분도
SURVEY9,경기,정치/행정자치,9,3.6,자치분권 확대
SURVEY9,경기,정치/행정자치,9,3.6,주민자치회 직선제
SURVEY9,경기,정치/행정자치,10,3.3,산업별 인력교육 강화
SURVEY9,경기,정치/행정자치,11,3.2,시민입법플랫폼 도입
SURVEY9,경기,정치/행정자치,12,3.1,입법역량 강화
SURVEY9,경기,정치/행정자치,12,3.1,행정수도 이전
SURVEY9,경기,정치/행정자치,13,3,자치입법권 확대
SURVEY9,경기,정치/행정자치,14,2.6,법제 개편
SURVEY9,강원,산업/경제,1,5.3,권역별 특화 신성장산업 육성
SURVEY9,강원,산업/경제,2,4.6,지역인재채용
SURVEY9,강원,산업/경제,3,4.3,가축방역
SURVEY9,강원,산업/경제,4,4.2,농산물수급안정
SURVEY9,강원,산업/경제,5,3.9,강원 상생형 일자리 사업
SURVEY9,강원,산업/경제,6,3.8,강원 데이터 플랫폼 도시 구축
SURVEY9,강원,산업/경제,7,3.7,농어촌 스마트팜 사업
SURVEY9,강원,산업/경제,8,3.5,동식물검역
SURVEY9,강원,산업/경제,9,3.4,바이오 기업 도시 구축
SURVEY9,강원,산업/경제,9,3.4,지역산업생태계 조성
SURVEY9,강원,산업/경제,10,3.3,중소영세 자영업자 생계 지원
SURVEY9,강원,산업/경제,10,3.3,코로나 손실보상
SURVEY9,강원,산업/경제,11,3.2,농산물 가격보존
SURVEY9,강원,산업/경제,11,3.2,사회적경제 공제조합 육성
SURVEY9,강원,산업/경제,12,3.1,고령친화적사업장구축
SURVEY9,강원,산업/경제,13,3,농산물위생검사
SURVEY9,강원,산업/경제,13,3,자연재난시 농가구호
SURVEY9,강원,산업/경제,13,3,인공태양클러스터조성
SURVEY9,강원,산업/경제,14,2.9,해상풍력단지 개발
SURVEY9,강원,산업/경제,15,2.8,축산물이력관리
SURVEY9,강원,도시/지역발전,1,6.8,일자리창출
SURVEY9,강원,도시/지역발전,2,6.6,주거환경개선
SURVEY9,강원,도시/지역발전,3,5.7,교통불균형 해소
SURVEY9,강원,도시/지역발전,4,4.7,동서고속도로 건설
SURVEY9,강원,도시/지역발전,5,4.4,"재개발,재건축 활성화"
SURVEY9,강원,도시/지역발전,6,4.3,광역교통망 확충
SURVEY9,강원,도시/지역발전,6,4.3,제2동서고속철도 건설
SURVEY9,강원,도시/지역발전,6,4.3,농어촌 공영택시
SURVEY9,강원,도시/지역발전,7,4.1,공공주택 건설
SURVEY9,강원,도시/지역발전,8,4,청년인구유입
SURVEY9,강원,도시/지역발전,9,3.8,구도심 재생
SURVEY9,강원,도시/지역발전,10,3.7,규제완화 및 철폐
SURVEY9,강원,도시/지역발전,10,3.7,전통시장 정비
SURVEY9,강원,도시/지역발전,11,3.6,생활인구확대
SURVEY9,강원,도시/지역발전,12,3.5,동해 평화관광특구
SURVEY9,강원,도시/지역발전,13,3.2,무상버스
SURVEY9,강원,도시/지역발전,13,3.2,접경지역 규제완화
SURVEY9,강원,도시/지역발전,14,3.1,군 유휴부지 활용
SURVEY9,강원,도시/지역발전,15,2.8,SOC 확충
SURVEY9,강원,도시/지역발전,15,2.8,철도 고속화 개량사업
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,1,4.9,지역의료보건체계 구축
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,2,4.8,국공립어린이집 확대
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,3,4.5,육아 기본수당 확대
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,4,4.3,노인전문병원 및 치매병원 설치
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,5,4.2,지방의료원 육성
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,6,4,평창동계올림픽 시설 활용
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,7,3.8,문화인프라 확충
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,7,3.8,생활스포츠 인프라확충
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,8,3.6,저상버스 보급 확대
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,9,3.5,무료예방접종 도입
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,9,3.5,전통문화 계승홍보
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,10,3.3,장애인일자리확대
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,11,3.2,산부인과 및 소아과 유치
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,12,3,노인생활체육
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,13,2.9,DMZ 생태관광 추진
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,13,2.9,공공산후조리원 설립
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,13,2.9,K-컨텐츠산업 진흥
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,14,2.8,K-관광컨텐츠 개발
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,15,2.7,평생교육
SURVEY9,강원,사회복지/문화/여성가족/건강/보건,16,2.6,분만인프라 구축
SURVEY9,강원,환경/소방/재난안전,1,5.2,대형산불 예방
SURVEY9,강원,환경/소방/재난안전,2,4.9,미세플라스틱 저감
SURVEY9,강원,환경/소방/재난안전,3,4.8,동해안 산불방지시스템 운영
SURVEY9,강원,환경/소방/재난안전,3,4.8,수질개선
SURVEY9,강원,환경/소방/재난안전,4,4.6,폐기물 처리시설 확충
SURVEY9,강원,환경/소방/재난안전,5,4.5,CCTV 설치
SURVEY9,강원,환경/소방/재난안전,6,4.2,미세먼지 저감
SURVEY9,강원,환경/소방/재난안전,6,4.2,빅데이터 기반 재난 정보시스템
SURVEY9,강원,환경/소방/재난안전,7,4.1,소방공무원 근무여건 개선
