dataset,region,policy_issue,rank,weight,issue
SURVEY9,강원,환경/소방/재난안전,8,4,폐기물 재활용 활성화
SURVEY9,강원,환경/소방/재난안전,9,3.7,소방인프라(소방헬기) 확대
SURVEY9,강원,환경/소방/재난안전,10,3.6,강원도 탄소중립특구 조성
SURVEY9,강원,환경/소방/재난안전,11,3.4,하수처리장 증설 및 개량
SURVEY9,강원,환경/소방/재난안전,12,3.3,지속가능한 국립공원 관리체계 구축
SURVEY9,강원,환경/소방/재난안전,13,3.2,여성안심귀가서비스
SURVEY9,강원,환경/소방/재난안전,13,3.2,환동해특수재난대응단 활성화
SURVEY9,강원,환경/소방/재난안전,14,3.1,산림유역관리사업 강화
SURVEY9,강원,환경/소방/재난안전,14,3.1,해양심층수 공공취수시설 설치
SURVEY9,강원,환경/소방/재난안전,15,3,산불피해 보상
SURVEY9,강원,환경/소방/재난안전,15,3,친환경 삭도 설치
SURVEY9,강원,정치/행정자치,1,14.2,지방정부 재정자립도 강화
SURVEY9,강원,정치/행정자치,2,11.1,공공기관 추가이전
SURVEY9,강원,정치/행정자치,3,10,강원평화특별자치도 지정
SURVEY9,강원,정치/행정자치,4,9.4,공공기관 지역인재 의무채용
SURVEY9,강원,정치/행정자치,5,9.1,지방정부 통합클라우드 플랫폼 구축
SURVEY9,강원,정치/행정자치,6,7.6,접경지역지원 특별법 제정
SURVEY9,강원,정치/행정자치,6,7.6,혁신도시 추가 지정
SURVEY9,강원,정치/행정자치,7,7.3,도정혁신
SURVEY9,강원,정치/행정자치,8,6.7,지방의회 역량 강화
SURVEY9,강원,정치/행정자치,9,5.7,미시령터널 공익처분
SURVEY9,강원,정치/행정자치,10,4.2,지방대학 지원
SURVEY9,강원,정치/행정자치,11,3.7,탄광지역특별법 제정
SURVEY9,강원,정치/행정자치,12,3.4,국방클러스터 조성(행정)
SURVEY9,충북,산업/경제,1,4.2,청년일자리 확대
SURVEY9,충북,산업/경제,2,4.1,채용공정성
SURVEY9,충북,산업/경제,3,3.8,규제완화
SURVEY9,충북,산업/경제,4,3.7,청년취업 중소기업 장려
SURVEY9,충북,산업/경제,5,3.5,공공부문 비정규직 정규직 전환
SURVEY9,충북,산업/경제,5,3.5,지역화폐
SURVEY9,충북,산업/경제,5,3.5,지역주민 의무고용
SURVEY9,충북,산업/경제,5,3.5,지역상권 보호
SURVEY9,충북,산업/경제,5,3.5,사회적경제 공제조합 육성
SURVEY9,충북,산업/경제,6,3.4,비정규직센터 설립
SURVEY9,충북,산업/경제,7,3.2,경제특구
SURVEY9,충북,산업/경제,7,3.2,중소기업 재직청년 지원
SURVEY9,충북,산업/경제,8,3.1,주력산업 구조 고도화
SURVEY9,충북,산업/경제,9,2.9,여성일자리확충
SURVEY9,충북,산업/경제,10,2.8,청년농업인 육성
SURVEY9,충북,산업/경제,11,2.7,노사동반성장
SURVEY9,충북,산업/경제,11,2.7,사회적경제 인적자원 육성
SURVEY9,충북,산업/경제,11,2.7,미래첨단농업
SURVEY9,충북,산업/경제,12,2.6,마을기업 육성
SURVEY9,충북,산업/경제,12,2.6,신성장산업 육성
SURVEY9,충북,도시/지역발전,1,5.4,충청권메가시티
SURVEY9,충북,도시/지역발전,2,5.1,지역균형발전 특별회계 확대
SURVEY9,충북,도시/지역발전,3,4.7,청주도심 통과 광역철도
SURVEY9,충북,도시/지역발전,4,4.5,부동산 투기 근절
SURVEY9,충북,도시/지역발전,5,4.3,충청내륙고속화도로
SURVEY9,충북,도시/지역발전,6,4,도시외교
SURVEY9,충북,도시/지역발전,7,3.9,버스노선 증차
SURVEY9,충북,도시/지역발전,8,3.8,광역교통망 확충
SURVEY9,충북,도시/지역발전,9,3.7,공공임대주택 공급 확대
SURVEY9,충북,도시/지역발전,9,3.7,부동산 규제완화
SURVEY9,충북,도시/지역발전,10,3.6,충북선 철도 고속화
SURVEY9,충북,도시/지역발전,11,3.4,청주국제공항 중부권 거점공항
SURVEY9,충북,도시/지역발전,12,3.2,진천혁신도시 개발
SURVEY9,충북,도시/지역발전,13,3.1,방사광가속기
SURVEY9,충북,도시/지역발전,14,3,서청주 신도시 조성 지원
SURVEY9,충북,도시/지역발전,14,3,시내버스 준공영제
SURVEY9,충북,도시/지역발전,15,2.8,중부고속도로 조기 확장
SURVEY9,충북,도시/지역발전,16,2.6,KTX 오송역 발전
SURVEY9,충북,도시/지역발전,16,2.6,부동산규제 완화
SURVEY9,충북,도시/지역발전,17,2.5,원도심재생
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,1,4.1,국공립어린이집 확대
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,2,4,장애인이동권 보장
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,3,3.6,문화·관광·체육·휴양벨트 건설
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,3,3.6,생활스포츠 인프라 확충
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,4,3.5,보건의료인력 확대
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,5,3.3,다문화교육 강화
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,6,3.1,코로나19 피해지원
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,7,3,요양보호사 처우 개선
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,8,2.9,감염병 전문병원 확충
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,8,2.9,장기요양서비스
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,8,2.9,무상교복
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,8,2.9,고교 무상급식
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,9,2.7,공공의료
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,9,2.7,저상형 시내버스 확충
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,9,2.7,육아휴직
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,9,2.7,아이돌봄서비스 확충
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,10,2.6,국가책임 평생교육
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,10,2.6,충북경제포럼
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,10,2.6,외국인 아동 보육 지원
SURVEY9,충북,사회복지/문화/여성가족/건강/보건,11,2.4,공공산후조리원 확대
SURVEY9,충북,환경/소방/재난안전,1,6.1,범죄예방
SURVEY9,충북,환경/소방/재난안전,2,5.8,부실공사방지
SURVEY9,충북,환경/소방/재난안전,3,5.6,재난신속대응
SURVEY9,충북,환경/소방/재난안전,4,5.3,소방인력·장비 확충
SURVEY9,충북,환경/소방/재난안전,5,5.2,산업재해대책(사회재난)
SURVEY9,충북,환경/소방/재난안전,6,5.1,도심 물관리 시스템
SURVEY9,충북,환경/소방/재난안전,7,4.9,안전한 먹거리
SURVEY9,충북,환경/소방/재난안전,8,4.8,미세먼지 배출총량제
SURVEY9,충북,환경/소방/재난안전,8,4.8,미호천 1급수
SURVEY9,충북,환경/소방/재난안전,9,4.4,충북형 재난안전시스템
SURVEY9,충북,환경/소방/재난안전,10,4.1,산업재해대책(자연재난)
SURVEY9,충북,환경/소방/재난안전,10,4.1,탄소중립
SURVEY9,충북,환경/소방/재난안전,10,4.1,친환경자동차
SURVEY9,충북,환경/소방/재난안전,11,4,신재생에너지
SURVEY9,충북,환경/소방/재난안전,12,3.8,재활용품 공공기관 의무구매
SURVEY9,충북,환경/소방/재난안전,13,3.6,학교안전
SURVEY9,충북,환경/소방/재난안전,14,3.5,국가생태·휴양벨트
SURVEY9,충북,환경/소방/재난안전,15,3.3,그린뉴딜정책
SURVEY9,충북,환경/소방/재난안전,16,3,도민 안전보험 무상가입
SURVEY9,충북,환경/소방/재난안전,17,2.9,지자체 에너지 자립률 2등급 이상
SURVEY9,충북,정치/행정자치,1,6,전문성 향상
SURVEY9,충북,정치/행정자치,2,5.7,자치단체역량 강화
SURVEY9,충북,정치/행정자치,3,5.3,주민투표제
SURVEY9,충북,정치/행정자치,4,4.8,공교육 강화
SURVEY9,충북,정치/행정자치,4,4.8,양성평등 문화 확산
SURVEY9,충북,정치/행정자치,5,4.7,재정독립성
SURVEY9,충북,정치/행정자치,6,4.3,청주시 광역시 승격
SURVEY9,충북,정치/행정자치,7,4.2,교육격차 해소
SURVEY9,충북,정치/행정자치,8,3.9,정책역량 강화
SURVEY9,충북,정치/행정자치,9,3.8,청주행정구와 선거구 일치
SURVEY9,충북,정치/행정자치,10,3.7,국가장학금 확대
SURVEY9,충북,정치/행정자치,11,3.5,주민자치회 직선제
SURVEY9,충북,정치/행정자치,12,3.4,수도권 규제 완화 즉각 중단
SURVEY9,충북,정치/행정자치,13,3,통합시
SURVEY9,충북,정치/행정자치,14,2.9,산업별 인력교육 강화
SURVEY9,충북,정치/행정자치,14,2.9,자치입법권 확대
SURVEY9,충북,정치/행정자치,15,2.8,2단계 공공기관 이전
SURVEY9,충북,정치/행정자치,15,2.8,행정수도 이전
SURVEY9,충북,정치/행정자치,16,2.6,도민 도정 참여제
SURVEY9,충북,정치/행정자치,17,2.5,입법역량 강화
SURVEY9,충남,산업/경제,1,5.3,신재생에너지 전환 지원
SURVEY9,충남,산업/경제,2,5.1,디지털 헬스케어 융합 연구단지 조성
SURVEY9,충남,산업/경제,3,5,농산물수급안정
SURVEY9,충남,산업/경제,4,4.5,지역인재채용
SURVEY9,충남,산업/경제,4,4.5,청년고용할당
SURVEY9,충남,산업/경제,5,4.2,농산물 가격보존
SURVEY9,충남,산업/경제,5,4.2,중소영세 자영업자 생계 지원
SURVEY9,충남,산업/경제,6,4.1,사회적경제 공제조합 육성
SURVEY9,충남,산업/경제,7,4,가축방역
SURVEY9,충남,산업/경제,7,4,고령친화적사업장구축
SURVEY9,충남,산업/경제,8,3.9,GMO 완전표시제 실시
SURVEY9,충남,산업/경제,8,3.9,유기농 산업 복합 서비스 지원단지 선정
SURVEY9,충남,산업/경제,8,3.9,동식물검역
SURVEY9,충남,산업/경제,8,3.9,농산물위생검사
SURVEY9,충남,산업/경제,9,3.7,축산물이력관리
SURVEY9,충남,산업/경제,10,3.5,천안 테크노파크 산단 조성
SURVEY9,충남,산업/경제,10,3.5,코로나 손실보상
SURVEY9,충남,산업/경제,11,2.8,내포 첨단국가산업단지 조성
SURVEY9,충남,산업/경제,12,2.7,가축백신지원
SURVEY9,충남,산업/경제,12,2.7,미을기업 육성
SURVEY9,충남,도시/지역발전,1,6.3,일자리창출
SURVEY9,충남,도시/지역발전,2,6,주거환경개선
SURVEY9,충남,도시/지역발전,3,5.9,교통불균형 해소
SURVEY9,충남,도시/지역발전,4,5.3,구도심 재생
SURVEY9,충남,도시/지역발전,5,4.7,깨끗한 해양환경 만들기 사업
SURVEY9,충남,도시/지역발전,5,4.7,"재개발,재건축 활성화"
SURVEY9,충남,도시/지역발전,6,4.5,서해선 복선 전철화
SURVEY9,충남,도시/지역발전,7,4.4,중부권 동서횡단철도 건설
SURVEY9,충남,도시/지역발전,8,4,서남민항(충남공항) 건설
SURVEY9,충남,도시/지역발전,9,3.9,도로정비
SURVEY9,충남,도시/지역발전,9,3.9,충남내륙철도 건설
SURVEY9,충남,도시/지역발전,10,3.6,시군 지역화폐 통합플랫폼 구축
SURVEY9,충남,도시/지역발전,10,3.6,천안-청주공항 복선전철 건설
SURVEY9,충남,도시/지역발전,11,3.5,천안아산역 복합환승센터 구축
SURVEY9,충남,도시/지역발전,12,3.4,청년인구유입
SURVEY9,충남,도시/지역발전,13,3.1,가로림만 해상교량 건설
SURVEY9,충남,도시/지역발전,14,3,공공주택 건설
SURVEY9,충남,도시/지역발전,15,2.8,내포신도시 개발
SURVEY9,충남,도시/지역발전,15,2.8,전통시장 정비
SURVEY9,충남,도시/지역발전,16,2.7,임대주택 확충
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,1,6.5,국공립어린이집 확대
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,2,5,지역의료보건체계 구축
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,3,4.9,생활스포츠 인프라 확충
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,4,4.6,노인전문병원 및 치매병원 설치
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,5,4.4,육아 기본수당 확대
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,6,4.3,장애인일자리확대
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,7,4.2,무료예방접종 도입
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,8,4.1,의료광역통합시설 구축
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,9,3.8,저상버스 보급 확대
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,10,3.5,지역건강 돌봄시스템 구축
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,11,3.3,공공산후조리원 설립
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,11,3.3,전통문화 계승홍보
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,12,3.1,K-컨텐츠산업 진흥
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,12,3.1,해양관광케이블카 설치
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,13,3,평생교육
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,14,2.8,노인생활체육
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,15,2.7,무상아침급식
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,15,2.7,분만인프라 구축
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,16,2.6,장애인복지지설 확대
SURVEY9,충남,사회복지/문화/여성가족/건강/보건,16,2.6,환황해권 해양관광벨트 구축
SURVEY9,충남,환경/소방/재난안전,1,6.4,미세먼지 저감대책
SURVEY9,충남,환경/소방/재난안전,2,5.3,CCTV 설치
SURVEY9,충남,환경/소방/재난안전,3,5.2,금강하구 생태복원
SURVEY9,충남,환경/소방/재난안전,3,5.2,소방공무원 근무여건 개선
SURVEY9,충남,환경/소방/재난안전,4,5.1,빅데이터 기반 재난 정보시스템
SURVEY9,충남,환경/소방/재난안전,5,4.9,소방인프라(소방헬기) 확대
SURVEY9,충남,환경/소방/재난안전,6,4.7,미세플라스틱 저감
SURVEY9,충남,환경/소방/재난안전,7,4.6,수질유해물질 배출량 저감
SURVEY9,충남,환경/소방/재난안전,7,4.6,하수처리장 증설 및 개량
SURVEY9,충남,환경/소방/재난안전,7,4.6,폐기물 처리시설 확충
SURVEY9,충남,환경/소방/재난안전,8,4.5,힐링 숲 조성
SURVEY9,충남,환경/소방/재난안전,9,4.1,폐기물 재활용 활성화
SURVEY9,충남,환경/소방/재난안전,10,3.9,여성안심귀가서비스
SURVEY9,충남,환경/소방/재난안전,11,3.8,서해안 해안림 복원 및 조성
SURVEY9,충남,환경/소방/재난안전,12,3.6,업사이클 지원
SURVEY9,충남,환경/소방/재난안전,13,3.5,재난피해 예방시설 확충
SURVEY9,충남,환경/소방/재난안전,14,3.3,재활용품 공공기관 의무구매
SURVEY9,충남,환경/소방/재난안전,15,3.1,가로림만 해양정원 조성
SURVEY9,충남,환경/소방/재난안전,16,2.8,저공해차 보급확대
SURVEY9,충남,환경/소방/재난안전,17,2.6,재난전문 국립경찰병원 설립
SURVEY9,충남,정치/행정자치,1,17.6,충남혁신도시 활성화
SURVEY9,충남,정치/행정자치,2,14.4,공공기관 지역인재 의무채용
SURVEY9,충남,정치/행정자치,3,13.9,지방정부 재정자립성
SURVEY9,충남,정치/행정자치,4,12.1,천안역세권 활성화
SURVEY9,충남,정치/행정자치,5,10.5,원도심 공동화 해결
SURVEY9,충남,정치/행정자치,6,8.8,지방의회 역량강화
SURVEY9,충남,정치/행정자치,7,8.3,공공기관 이전
SURVEY9,충남,정치/행정자치,8,6,기후대응기금 적시 배정
SURVEY9,충남,정치/행정자치,9,4.2,지방대학 지원
SURVEY9,충남,정치/행정자치,10,4.1,자치경찰 강화
SURVEY9,전북,산업/경제,1,5,청년일자리 확충
SURVEY9,전북,산업/경제,2,4.5,스마트팜 확대 지원
SURVEY9,전북,산업/경제,2,4.5,탄소소재산업 육성
SURVEY9,전북,산업/경제,2,4.5,중소기업 육성
SURVEY9,전북,산업/경제,3,4.3,미래자동차 특화산업단지 조성
SURVEY9,전북,산업/경제,4,4,그린수소산업 클러스터 구축
SURVEY9,전북,산업/경제,4,4,사회적경제 성장기업 육성
SURVEY9,전북,산업/경제,5,3.7,국가식품클러스터 확장
SURVEY9,전북,산업/경제,6,3.2,대기업 유치
SURVEY9,전북,산업/경제,6,3.2,종자-식품산업혁신
SURVEY9,전북,산업/경제,6,3.2,스마트 양식기술 개발 촉진
SURVEY9,전북,산업/경제,6,3.2,산림바이오에너지 거점 육성
SURVEY9,전북,산업/경제,7,3.1,지능형농기계산업 육성
SURVEY9,전북,산업/경제,8,3,첨단 선박 산업 육성
SURVEY9,전북,산업/경제,9,2.9,상용차산업 고도화
SURVEY9,전북,산업/경제,10,2.8,수산가공종합단지 건설
SURVEY9,전북,산업/경제,10,2.8,푸드파크 조성
SURVEY9,전북,산업/경제,11,2.7,수출주도형 수산식품산업육성
SURVEY9,전북,산업/경제,12,2.5,해상풍력단지 건설
SURVEY9,전북,산업/경제,13,2.4,사회적 경제 특별지구 지정
SURVEY9,전북,도시/지역발전,1,6,일자리창출
SURVEY9,전북,도시/지역발전,2,5.7,부동산 가격 안정
SURVEY9,전북,도시/지역발전,3,4.5,전북 내 광역교통망 체계 구축
SURVEY9,전북,도시/지역발전,4,4.3,새만금-전주완주 연결망 구축
SURVEY9,전북,도시/지역발전,5,4.1,구도심 재생
SURVEY9,전북,도시/지역발전,5,4.1,구도심 주거환경 개선
SURVEY9,전북,도시/지역발전,6,4,버스터미널 현대화
SURVEY9,전북,도시/지역발전,6,4,새만금공항건설
SURVEY9,전북,도시/지역발전,7,3.7,금융 공기업 추가 이전
SURVEY9,전북,도시/지역발전,8,3.6,청년인구유입
SURVEY9,전북,도시/지역발전,9,3.4,도시환경정비
SURVEY9,전북,도시/지역발전,9,3.4,전북금융타운조성
SURVEY9,전북,도시/지역발전,10,3.1,생활인구확대
SURVEY9,전북,도시/지역발전,10,3.1,전통시장 활성화
SURVEY9,전북,도시/지역발전,10,3.1,전주-대구고속도로 조기착공
SURVEY9,전북,도시/지역발전,11,3,익산-여수 전라선 고속철도 조기착공
SURVEY9,전북,도시/지역발전,12,2.9,공공임대주택공급
SURVEY9,전북,도시/지역발전,13,2.8,스마트시티조성
SURVEY9,전북,도시/지역발전,13,2.8,재개발 및 재건축
SURVEY9,전북,도시/지역발전,14,2.7,대중교통체계개편
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,1,4.1,전주-익산-군산 역사문화 관광벨트
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,2,3.9,국립의료원 설립
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,3,3.8,기초연금 지급
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,4,3.6,무료예방접종
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,5,3.5,공공의료 불균형 해소
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,5,3.5,맞벌이부부 안심보육센터
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,5,3.5,국공립어린이집 확충
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,5,3.5,국가 감염병 연구복합단지 조성
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,6,3.3,노인일자리 확대
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,6,3.3,영화산업 육성
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,7,3.2,노인맞춤돌봄서비스 강화
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,8,3.1,장애인복지시설확충
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,9,2.9,경력단절여성 구직 지원
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,9,2.9,지역의료보건체계구축
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,9,2.9,스마트 의료 서비스 강화
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,9,2.9,생활체육시설 확충
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,10,2.7,지리산권관광 활성화
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,11,2.5,지역건강 돌봄시스템 구축
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,12,2.3,공공의대 설립
SURVEY9,전북,사회복지/문화/여성가족/건강/보건,12,2.3,해양관광벨트 조성
SURVEY9,전북,환경/소방/재난안전,1,4.3,미세먼지저감
SURVEY9,전북,환경/소방/재난안전,2,4.1,도심공원확충
SURVEY9,전북,환경/소방/재난안전,2,4.1,부실공사방지
SURVEY9,전북,환경/소방/재난안전,3,3.9,새만금유역 공공하수처리장 확충
SURVEY9,전북,환경/소방/재난안전,4,3.8,갯벌생태보전
SURVEY9,전북,환경/소방/재난안전,4,3.8,폐기물단속강화
SURVEY9,전북,환경/소방/재난안전,4,3.8,치안유지
SURVEY9,전북,환경/소방/재난안전,4,3.8,교통사고 예방
SURVEY9,전북,환경/소방/재난안전,5,3.6,소방인프라 확대
SURVEY9,전북,환경/소방/재난안전,6,3.5,폐기물처리시설 확충
SURVEY9,전북,환경/소방/재난안전,7,3.4,신재생에너지보급
SURVEY9,전북,환경/소방/재난안전,8,3.3,산불예방
SURVEY9,전북,환경/소방/재난안전,8,3.3,풍수해피해 보조
SURVEY9,전북,환경/소방/재난안전,8,3.3,생태관광지발굴
SURVEY9,전북,환경/소방/재난안전,9,3.2,산사태 방지
SURVEY9,전북,환경/소방/재난안전,9,3.2,친환경자동차보급
SURVEY9,전북,환경/소방/재난안전,9,3.2,여성 및 사회적 약자 안전 증진
SURVEY9,전북,환경/소방/재난안전,10,3.1,상수도현대화사업
SURVEY9,전북,환경/소방/재난안전,10,3.1,유해화학물질 안전관리
SURVEY9,전북,환경/소방/재난안전,11,3,만경-동진강 생태 복원
SURVEY9,전북,정치/행정자치,1,11.9,전주-완주 통합
SURVEY9,전북,정치/행정자치,2,11.3,지역인재채용확대
SURVEY9,전북,정치/행정자치,3,11.2,주민자치 활성화
SURVEY9,전북,정치/행정자치,4,10.6,새만금-전북특별자치도
SURVEY9,전북,정치/행정자치,5,9.8,주민정책참여 활성화
SURVEY9,전북,정치/행정자치,6,8.8,공공기관추가이전
SURVEY9,전북,정치/행정자치,6,8.8,공공외교
SURVEY9,전북,정치/행정자치,7,6.5,새만금메가시티(군산-김제-부안 통합)
SURVEY9,전북,정치/행정자치,8,6.1,주민자치센터활성화
SURVEY9,전북,정치/행정자치,9,5.6,자치단체행정역량강화
SURVEY9,전북,정치/행정자치,10,5.4,다문화가족 및 외국인주민 지역사회정착 지원
SURVEY9,전북,정치/행정자치,11,4.1,출향도민교류
SURVEY9,전남,산업/경제,1,3.4,지역인재채용확대
SURVEY9,전남,산업/경제,2,3.3,상생형지역일자리
SURVEY9,전남,산업/경제,2,3.3,수도권기업 지방투자 촉진
SURVEY9,전남,산업/경제,3,3.2,친환경농산물유통지원
SURVEY9,전남,산업/경제,4,3,친환경축산육성
SURVEY9,전남,산업/경제,5,2.9,탄소중립산단 조성
SURVEY9,전남,산업/경제,6,2.8,광주-전남 통합
SURVEY9,전남,산업/경제,6,2.8,주민참여마을공동체육성
SURVEY9,전남,산업/경제,6,2.8,사회적경제 인적자원 발굴 및 육성
SURVEY9,전남,산업/경제,7,2.7,전남-광주협력
SURVEY9,전남,산업/경제,7,2.7,주민정책참여활성화
SURVEY9,전남,산업/경제,8,2.6,남도음식진흥원건립
SURVEY9,전남,산업/경제,9,2.5,스마트양식클러스터 구축
SURVEY9,전남,산업/경제,9,2.5,전남-수도권 협력
SURVEY9,전남,산업/경제,9,2.5,신성장일자리
SURVEY9,전남,산업/경제,10,2.4,남해안상생발전
SURVEY9,전남,산업/경제,10,2.4,에너지고속도로 구축
SURVEY9,전남,산업/경제,10,2.4,바이오헬스 산업 육성
SURVEY9,전남,산업/경제,10,2.4,목포-신안 통합
SURVEY9,전남,산업/경제,11,2.3,공공기관추가이전
SURVEY9,전남,도시/지역발전,1,4.8,지역간 격차 해소
SURVEY9,전남,도시/지역발전,2,4.7,구도심 주거환경 개선
SURVEY9,전남,도시/지역발전,3,4.3,인구취약 지역 대응
SURVEY9,전남,도시/지역발전,3,4.3,호남고속철도 조기완공
SURVEY9,전남,도시/지역발전,4,4.2,전라선고속철도
SURVEY9,전남,도시/지역발전,5,3.9,전남형 공공임대주택공급
SURVEY9,전남,도시/지역발전,6,3.7,도시재생사업
SURVEY9,전남,도시/지역발전,7,3.6,청년자립기반지원
SURVEY9,전남,도시/지역발전,8,3.5,다도해해양관광도로조성
SURVEY9,전남,도시/지역발전,9,3.4,노후주택개보수
SURVEY9,전남,도시/지역발전,9,3.4,여수광양항 스마트복합항만 조성
SURVEY9,전남,도시/지역발전,10,3.1,스마트시티 조성
SURVEY9,전남,도시/지역발전,11,2.9,무안공항 기능확대
SURVEY9,전남,도시/지역발전,11,2.9,취약계층 주거환경 개선
SURVEY9,전남,도시/지역발전,11,2.9,청년주거
SURVEY9,전남,도시/지역발전,12,2.8,귀농어귀촌지원
SURVEY9,전남,도시/지역발전,12,2.8,청년창업지원
SURVEY9,전남,도시/지역발전,12,2.8,전통시장 정비
SURVEY9,전남,도시/지역발전,13,2.7,여수-남해해저터널
SURVEY9,전남,도시/지역발전,14,2.5,도시환경정비
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,1,4.4,취약계층 복지서비스확충
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,2,4.3,국립의과대학 설립
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,3,4.2,다문화가정 지원
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,4,3.9,국공립어린이집확충
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,5,3.8,남해안해양관광벨트조성
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,6,3.7,노인 일자리 확충
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,6,3.7,여성일자리 창출
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,7,3.4,생활체육시설 확충
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,8,3.3,남부권역종합의료센터 건립
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,9,3.2,여수세계박람회장개발
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,10,3,경력단절여성 지원
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,11,2.9,아동급식지원
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,12,2.8,공공산후조리원확충
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,13,2.7,국가첨단의료복합단지 조성
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,13,2.7,지역의료보건체계구축
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,13,2.7,역사-인문자원 발굴
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,13,2.7,국립심뇌혈관센터 건립
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,14,2.5,2023년 전국체전 지원
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,14,2.5,코로나 피해 취약계층지원
SURVEY9,전남,사회복지/문화/여성가족/건강/보건,14,2.5,노인맞춤돌봄서비스
SURVEY9,전남,환경/소방/재난안전,1,5.3,생활폐기물 재활용 촉진
SURVEY9,전남,환경/소방/재난안전,2,5.1,재난피해 예방시설 확충
SURVEY9,전남,환경/소방/재난안전,3,4.9,생활폐기물 발생 저감
SURVEY9,전남,환경/소방/재난안전,4,4.7,국가갯벌습지정원 조성
SURVEY9,전남,환경/소방/재난안전,5,4.5,소방안전 인프라 확충
SURVEY9,전남,환경/소방/재난안전,6,4.4,부실공사방지
SURVEY9,전남,환경/소방/재난안전,7,4.2,산림환경보전
SURVEY9,전남,환경/소방/재난안전,8,4.1,교통사고 줄이기
