record_id,election_name,province_id,province_name,province_source,subSgId,subSgName,sgTypecode,sggid,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_pdf_path_source,current_download_url,classification,raw_fileinfo,filePathName,updtFileName,fileTypeName,fileDispYn,pdfPrvwYn,recovery_status
"320260603-2700-대구광역시-100163199-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","sggname_exact_province","320260603","시·도지사선거","3","3270000","대구광역시","추경호","100163199","국민의힘","200","2","정당인","고려대학교 경영대학 경영학과 졸업","2","선거공약서","선거공약서","candidate-doc:100163199:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"320260603-2700-대구광역시-100156890-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","sggname_exact_province","320260603","시·도지사선거","3","3270000","대구광역시","이수찬","100156890","개혁신당","5070","4","정당인","경북대학교 인문대학 사학과 졸업","2","선거공약서","선거공약서","candidate-doc:100156890:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-중구-100161033-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270100","중구","오영준","100161033","더불어민주당","100","1","정당인","경북대학교 사회과학대학 신문방송학과 졸업","2","선거공약서","선거공약서","candidate-doc:100161033:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-중구-100160346-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270100","중구","류규하","100160346","국민의힘","200","2","중구청장","영남대학교 약학대학 제약학과 졸업","2","선거공약서","선거공약서","candidate-doc:100160346:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-동구-100157119-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270200","동구","신효철","100157119","더불어민주당","100","1","정당인","경북대학교 행정대학원 정책.도시전공 졸업(행정학석사)","2","선거공약서","선거공약서","candidate-doc:100157119:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-동구-100155802-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270200","동구","우성진","100155802","국민의힘","200","2","세부상사 대표","영남대학교 대학원 사회학과 졸업(사회학박사)","2","선거공약서","선거공약서","candidate-doc:100155802:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-동구-100162027-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270200","동구","양희","100162027","정의당","730","5","정당인","대구대학교 사회과학대학 산업복지학과 졸업","2","선거공약서","선거공약서","candidate-doc:100162027:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-서구-100156133-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270300","서구","최규식","100156133","더불어민주당","100","1","정당인","영남대학교 화학공학과 졸업","2","선거공약서","선거공약서","candidate-doc:100156133:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-서구-100154194-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270300","서구","권오상","100154194","국민의힘","200","2","정당인","영남대학교 경영행정대학원 졸업(사회복지학석사)","2","선거공약서","선거공약서","candidate-doc:100154194:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-남구-100157868-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270400","남구","정연우","100157868","더불어민주당","100","1","정당인","서울대학교 사회학과 졸업","2","선거공약서","선거공약서","candidate-doc:100157868:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-남구-100163053-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270400","남구","조재구","100163053","국민의힘","200","2","대구광역시 남구청장","영남대학교 경영대학원 졸업 (경영학석사)","2","선거공약서","선거공약서","candidate-doc:100163053:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-북구-100157985-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270500","북구","최우영","100157985","더불어민주당","100","1","북구의원","계명대학교 정책대학원 졸업 (행정학석사)","2","선거공약서","선거공약서","candidate-doc:100157985:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-북구-100154405-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270500","북구","이근수","100154405","국민의힘","200","2","무직","영남대학교 정치행정대학 행정학과 졸업","2","선거공약서","선거공약서","candidate-doc:100154405:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-수성구-100155160-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270600","수성구","박정권","100155160","더불어민주당","100","1","정당인","계명대학교 경영대학원 경영학석사 (관광경영학전공)","2","선거공약서","선거공약서","candidate-doc:100155160:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-수성구-100160089-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270600","수성구","김대권","100160089","국민의힘","200","2","수성구청장","캘리포니아웨스턴로스쿨 비교법학 석사과정 졸업(비교법 법학석사)(2002.01-2002.08)","2","선거공약서","선거공약서","candidate-doc:100160089:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-달서구-100154833-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270700","달서구","김성태","100154833","더불어민주당","100","1","정당인","계명대학교 일반대학원 행정학과 박사과정 수료","2","선거공약서","선거공약서","candidate-doc:100154833:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-달서구-100155317-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270700","달서구","김용판","100155317","국민의힘","200","2","정당인","한양대학교 행정대학원 졸업(법학석사)","2","선거공약서","선거공약서","candidate-doc:100155317:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-달서구-100163927-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270700","달서구","김재흥","100163927","무소속","9999","5","할랄코리아 대표","도쿄대학교 응용생명화학전공 박사 93.4~96.3","2","선거공약서","선거공약서","candidate-doc:100163927:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-달성군-100160034-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270800","달성군","김보경","100160034","더불어민주당","100","1","정당인","영남대학교행정대학원사회복지학과졸업","2","선거공약서","선거공약서","candidate-doc:100160034:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2700-달성군-100163666-2-선거공약서","제9회 전국동시지방선거","2700","대구광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4270800","달성군","최재훈","100163666","국민의힘","200","2","달성군수","서울대학교 사회복지학과 졸업","2","선거공약서","선거공약서","candidate-doc:100163666:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
