record_id,election_name,province_id,province_name,province_source,subSgId,subSgName,sgTypecode,sggid,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_pdf_path_source,current_download_url,classification,raw_fileinfo,filePathName,updtFileName,fileTypeName,fileDispYn,pdfPrvwYn,recovery_status
"420260603-3100-북구-100154368-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4310400","북구","이동권","100154368","더불어민주당","100","1","행정사","고려대학교 대학원 졸업(법학박사)","2","선거공약서","선거공약서","candidate-doc:100154368:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-3100-북구-100163315-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4310400","북구","박천동","100163315","국민의힘","200","2","울산광역시 북구청장","동의대학교 대학원졸업(경제학 박사)","2","선거공약서","선거공약서","candidate-doc:100163315:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-3100-울주군-100159494-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4310500","울주군","김시욱","100159494","더불어민주당","100","1","울주군의회의원","울산대학교 지구환경시스템공학부 (토목환경공학) 졸업","2","선거공약서","선거공약서","candidate-doc:100159494:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-3100-울주군-100163313-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4310500","울주군","이순걸","100163313","국민의힘","200","2","울주군수","울산대학교 정책대학원 사회복지학석사","2","선거공약서","선거공약서","candidate-doc:100163313:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"520260603-3100-남구제3선거구-100155095-1-선거공보","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","520260603","시·도의회의원선거","5","5310203","남구제3선거구","권수찬","100155095","새미래민주당","5072","6","정당인","영산대학교 신문방송학과 졸업","1","선거공보","선거공보","candidate-doc:100155095:1","false","","false","","","","current_unavailable_official_source","선거공보||||||0||HEIGHT||Y||||00","","","","N","","pending_official_source_search"
"620260603-3100-남구라선거구-100161256-1-선거공보","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","620260603","구·시·군의회의원선거","6","6310204","남구라선거구","정훈희","100161256","국민의힘","200","2","개인카페 매니저","울산상업고등학교 졸업","1","선거공보","선거공보","candidate-doc:100161256:1","false","","false","","","","current_unavailable_official_source","선거공보||||||0||HEIGHT||Y||||00","","","","N","","pending_official_source_search"
"620260603-3100-울주군나선거구-100165417-1-선거공보","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","620260603","구·시·군의회의원선거","6","6310502","울주군나선거구","최치환","100165417","무소속","9999","6","최치환 가수 엔터데인먼트 대표","언양농업고등학교 원예과 졸업","1","선거공보","선거공보","candidate-doc:100165417:1","false","","false","","","","current_unavailable_official_source","선거공보||||||0||HEIGHT||Y||||00","","","","N","","pending_official_source_search"
"620260603-3100-울주군나선거구-100165856-1-선거공보","제9회 전국동시지방선거","3100","울산광역시","nec_region_scope","620260603","구·시·군의회의원선거","6","6310502","울주군나선거구","이원옥","100165856","무소속","9999","7","행정사","울산대학교 정책대학원 졸업(행정학 석사)","1","선거공보","선거공보","candidate-doc:100165856:1","false","","false","","","","current_unavailable_official_source","선거공보||||||0||HEIGHT||Y||||00","","","","N","","pending_official_source_search"
"1120260603-3100-울산광역시-100161017-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","sggname_exact_province","1120260603","교육감선거","11","11310000","울산광역시","구광렬","100161017","무소속","9999","1","울산대학교 명예교수","멕시코국립대학교 문학박사(1984.06.~1989.01.)","2","선거공약서","선거공약서","candidate-doc:100161017:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"1120260603-3100-울산광역시-100156317-2-선거공약서","제9회 전국동시지방선거","3100","울산광역시","sggname_exact_province","1120260603","교육감선거","11","11310000","울산광역시","김주홍","100156317","무소속","9999","3","울산대학교 명예교수","서울대학교 대학원 졸업(정치학박사)","2","선거공약서","선거공약서","candidate-doc:100156317:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
