record_id,source_id,province_id,province_name,subSgId,subSgName,sgTypecode,sggname,huboid,hbjname,jdname,doc_index,doc_type,official_record_status,external_official_search_status,accepted_source_policy
"420260603-1100-영등포구-100156463-2-선거공약서","candidate-doc:100156463:2","1100","서울특별시","420260603","구·시·군의 장선거","4","영등포구","100156463","최웅식","국민의힘","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-동작구-100155877-2-선거공약서","candidate-doc:100155877:2","1100","서울특별시","420260603","구·시·군의 장선거","4","동작구","100155877","류삼영","더불어민주당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-동작구-100156792-1-선거공보","candidate-doc:100156792:1","1100","서울특별시","420260603","구·시·군의 장선거","4","동작구","100156792","김정태","국민의힘","1","선거공보","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-동작구-100156792-2-선거공약서","candidate-doc:100156792:2","1100","서울특별시","420260603","구·시·군의 장선거","4","동작구","100156792","김정태","국민의힘","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-동작구-100163677-1-선거공보","candidate-doc:100163677:1","1100","서울특별시","420260603","구·시·군의 장선거","4","동작구","100163677","박일하","개혁신당","1","선거공보","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-동작구-100163677-2-선거공약서","candidate-doc:100163677:2","1100","서울특별시","420260603","구·시·군의 장선거","4","동작구","100163677","박일하","개혁신당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-관악구-100162020-2-선거공약서","candidate-doc:100162020:2","1100","서울특별시","420260603","구·시·군의 장선거","4","관악구","100162020","이혜숙","개혁신당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-서초구-100161489-2-선거공약서","candidate-doc:100161489:2","1100","서울특별시","420260603","구·시·군의 장선거","4","서초구","100161489","황인식","더불어민주당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-서초구-100162496-2-선거공약서","candidate-doc:100162496:2","1100","서울특별시","420260603","구·시·군의 장선거","4","서초구","100162496","전성수","국민의힘","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-강남구-100157718-2-선거공약서","candidate-doc:100157718:2","1100","서울특별시","420260603","구·시·군의 장선거","4","강남구","100157718","김형곤","더불어민주당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-강남구-100158841-2-선거공약서","candidate-doc:100158841:2","1100","서울특별시","420260603","구·시·군의 장선거","4","강남구","100158841","김현기","국민의힘","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-송파구-100155375-2-선거공약서","candidate-doc:100155375:2","1100","서울특별시","420260603","구·시·군의 장선거","4","송파구","100155375","조재희","더불어민주당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
"420260603-1100-송파구-100160360-2-선거공약서","candidate-doc:100160360:2","1100","서울특별시","420260603","구·시·군의 장선거","4","송파구","100160360","서강석","국민의힘","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only"
