record_id,election_name,province_id,province_name,province_source,subSgId,subSgName,sgTypecode,sggid,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_pdf_path_source,current_download_url,classification,raw_fileinfo,filePathName,updtFileName,fileTypeName,fileDispYn,pdfPrvwYn,recovery_status
"320260603-2800-인천광역시-100163128-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","sggname_exact_province","320260603","시·도지사선거","3","3280000","인천광역시","박찬대","100163128","더불어민주당","100","1","정당인","서울대학교 대학원 경영학석사 졸업","2","선거공약서","선거공약서","candidate-doc:100163128:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"320260603-2800-인천광역시-100153769-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","sggname_exact_province","320260603","시·도지사선거","3","3280000","인천광역시","이기붕","100153769","개혁신당","5070","4","정당인","고려대학교 대학원 생명공학과 박사과정 수료","2","선거공약서","선거공약서","candidate-doc:100153769:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-강화군-100159384-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4280900","강화군","한연희","100159384","더불어민주당","100","1","행정사","경기대학교 행정대학원 졸업(행정학석사)","2","선거공약서","선거공약서","candidate-doc:100159384:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-강화군-100163321-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4280900","강화군","문경신","100163321","무소속","9999","5","회사원","인하대학교대학원 졸업(도시계획학석사)","2","선거공약서","선거공약서","candidate-doc:100163321:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-옹진군-100160566-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281000","옹진군","장정민","100160566","더불어민주당","100","1","정당인","연세대학교 행정대학원 졸업(정책학석사)","2","선거공약서","선거공약서","candidate-doc:100160566:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-옹진군-100162743-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281000","옹진군","문경복","100162743","국민의힘","200","2","공무원(옹진군수)","인하대학교 대학원졸업(도시계획학석사)","2","선거공약서","선거공약서","candidate-doc:100162743:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-제물포구-100157497-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281200","제물포구","남궁형","100157497","더불어민주당","100","1","단국대학교 초빙교수","인천대학교 행정대학원 졸업","2","선거공약서","선거공약서","candidate-doc:100157497:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-제물포구-100162900-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281200","제물포구","김찬진","100162900","국민의힘","200","2","인천광역시 동구청장","조선대학교 대학원 졸업(치의학 박사)","2","선거공약서","선거공약서","candidate-doc:100162900:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-영종구-100157153-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281100","영종구","손화정","100157153","더불어민주당","100","1","정당인","연세대학교 법과대학 법학과 졸업","2","선거공약서","선거공약서","candidate-doc:100157153:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
"420260603-2800-영종구-100162238-2-선거공약서","제9회 전국동시지방선거","2800","인천광역시","nec_region_scope","420260603","구·시·군의 장선거","4","4281100","영종구","김정헌","100162238","국민의힘","200","2","정치인","인하대학교 법정대학 정치외교학과 졸업(정치학사)","2","선거공약서","선거공약서","candidate-doc:100162238:2","false","","false","","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","","","","Y","","pending_official_source_search"
