record_id,source_id,province_id,province_name,subSgId,subSgName,sgTypecode,sggname,huboid,hbjname,jdname,doc_index,doc_type,official_record_status,external_official_search_status,accepted_source_policy,recheck_status
"320260603-3100-울산광역시-100153854-2-선거공약서","candidate-doc:100153854:2","3100","울산광역시","320260603","시·도지사선거","3","울산광역시","100153854","김종훈","진보당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"320260603-4800-경상남도-100153781-2-선거공약서","candidate-doc:100153781:2","4800","경상남도","320260603","시·도지사선거","3","경상남도","100153781","전희영","진보당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-2800-강화군-100163321-2-선거공약서","candidate-doc:100163321:2","2800","인천광역시","420260603","구·시·군의 장선거","4","강화군","100163321","문경신","무소속","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-3000-서구-100154367-2-선거공약서","candidate-doc:100154367:2","3000","대전광역시","420260603","구·시·군의 장선거","4","서구","100154367","유지곤","조국혁신당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-4100-연천군-100161966-2-선거공약서","candidate-doc:100161966:2","4100","경기도","420260603","구·시·군의 장선거","4","연천군","100161966","송병서","무소속","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-4400-홍성군-100159999-2-선거공약서","candidate-doc:100159999:2","4400","충청남도","420260603","구·시·군의 장선거","4","홍성군","100159999","이두원","무소속","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-4600-여수시-100156517-2-선거공약서","candidate-doc:100156517:2","4600","전라남도","420260603","구·시·군의 장선거","4","여수시","100156517","김창주","무소속","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"420260603-4800-김해시-100155891-2-선거공약서","candidate-doc:100155891:2","4800","경상남도","420260603","구·시·군의 장선거","4","김해시","100155891","박봉열","진보당","2","선거공약서","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
"620260603-1100-금천구나선거구-100165714-1-선거공보","candidate-doc:100165714:1","1100","서울특별시","620260603","구·시·군의회의원선거","6","금천구나선거구","100165714","김선주","무소속","1","선거공보","official_structured_record_no_public_file","reviewed_no_recoverable_official_document","official_sources_only","not_found_in_current_nec_listing"
