record_id,province_name,subSgName,sggname,hbjname,jdname,doc_type,current_download_url,local_pdf,download_status,bytes,error,markdown_path,extract_status,pages,chars,extract_error,extraction_method,quality_flag
620260603-4100-고양시아선거구-100162328-1-선거공보,경기도,구·시·군의회의원선거,고양시아선거구,정민재,개혁신당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%95%84%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%A0%95%EB%AF%BC%EC%9E%AC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100162328_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-고양시아선거구-100162328-1-선거공보.pdf,downloaded,1478645,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-고양시아선거구-100162328-1-선거공보.md,ok,4,54,,pymupdf,suspiciously_short_text
620260603-4100-평택시가선거구-100160878-1-선거공보,경기도,구·시·군의회의원선거,평택시가선거구,이종원,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EC%A2%85%EC%9B%90_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100160878_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시가선거구-100160878-1-선거공보.pdf,downloaded,7599530,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시가선거구-100160878-1-선거공보.md,ok,8,3205,,pymupdf,ok
620260603-4100-평택시가선거구-100161423-1-선거공보,경기도,구·시·군의회의원선거,평택시가선거구,이관우,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EA%B4%80%EC%9A%B0_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100161423_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시가선거구-100161423-1-선거공보.pdf,downloaded,12872373,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시가선거구-100161423-1-선거공보.md,ok,8,3557,,pymupdf,ok
620260603-4100-평택시나선거구-100155878-1-선거공보,경기도,구·시·군의회의원선거,평택시나선거구,최두성,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EB%82%98%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%B5%9C%EB%91%90%EC%84%B1_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100155878_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시나선거구-100155878-1-선거공보.pdf,downloaded,5354246,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시나선거구-100155878-1-선거공보.md,ok,8,3136,,pymupdf,ok
620260603-4100-평택시라선거구-100164973-1-선거공보,경기도,구·시·군의회의원선거,평택시라선거구,김혜영,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%ED%98%9C%EC%98%81_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100164973_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시라선거구-100164973-1-선거공보.pdf,downloaded,8159023,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시라선거구-100164973-1-선거공보.md,ok,8,3518,,pymupdf,ok
620260603-4100-평택시라선거구-100163661-1-선거공보,경기도,구·시·군의회의원선거,평택시라선거구,이재범,개혁신당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EC%9E%AC%EB%B2%94_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100163661_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시라선거구-100163661-1-선거공보.pdf,downloaded,11804944,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시라선거구-100163661-1-선거공보.md,ok,4,54,,pymupdf,suspiciously_short_text
620260603-4100-평택시라선거구-100155618-1-선거공보,경기도,구·시·군의회의원선거,평택시라선거구,이해금,무소속,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%ED%8F%89%ED%83%9D%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%ED%95%B4%EA%B8%88_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4115/003_100155618_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-평택시라선거구-100155618-1-선거공보.pdf,downloaded,11347821,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-평택시라선거구-100155618-1-선거공보.md,ok,1,9,,pymupdf,suspiciously_short_text
620260603-4100-안양시가선거구-100161435-1-선거공보,경기도,구·시·군의회의원선거,안양시가선거구,장명희,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9E%A5%EB%AA%85%ED%9D%AC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100161435_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시가선거구-100161435-1-선거공보.pdf,downloaded,12311900,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시가선거구-100161435-1-선거공보.md,ok,8,4386,,pymupdf,ok
620260603-4100-안양시가선거구-100155552-1-선거공보,경기도,구·시·군의회의원선거,안양시가선거구,이호건,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%ED%98%B8%EA%B1%B4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100155552_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시가선거구-100155552-1-선거공보.pdf,downloaded,1823096,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시가선거구-100155552-1-선거공보.md,ok,8,3711,,pymupdf,ok
620260603-4100-안양시가선거구-100162164-1-선거공보,경기도,구·시·군의회의원선거,안양시가선거구,김정중,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EC%A0%95%EC%A4%91_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100162164_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시가선거구-100162164-1-선거공보.pdf,downloaded,5763773,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시가선거구-100162164-1-선거공보.md,ok,8,4328,,pymupdf,ok
620260603-4100-안양시다선거구-100162528-1-선거공보,경기도,구·시·군의회의원선거,안양시다선거구,곽동윤,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%8B%A4%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B3%BD%EB%8F%99%EC%9C%A4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100162528_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시다선거구-100162528-1-선거공보.pdf,downloaded,5058443,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시다선거구-100162528-1-선거공보.md,ok,8,4420,,pymupdf,ok
620260603-4100-안양시다선거구-100155929-1-선거공보,경기도,구·시·군의회의원선거,안양시다선거구,허희준,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%8B%A4%EC%84%A0%EA%B1%B0%EA%B5%AC_%ED%97%88%ED%9D%AC%EC%A4%80_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100155929_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시다선거구-100155929-1-선거공보.pdf,downloaded,519036,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시다선거구-100155929-1-선거공보.md,ok,4,2258,,pymupdf,ok
620260603-4100-안양시다선거구-100155134-1-선거공보,경기도,구·시·군의회의원선거,안양시다선거구,윤순섭,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%8B%A4%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9C%A4%EC%88%9C%EC%84%AD_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100155134_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시다선거구-100155134-1-선거공보.pdf,downloaded,3152813,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시다선거구-100155134-1-선거공보.md,ok,8,1419,,pymupdf,ok
620260603-4100-안양시다선거구-100165311-1-선거공보,경기도,구·시·군의회의원선거,안양시다선거구,이광수,무소속,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%8B%A4%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EA%B4%91%EC%88%98_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100165311_20260525_2.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시다선거구-100165311-1-선거공보.pdf,downloaded,16564701,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시다선거구-100165311-1-선거공보.md,ok,8,4330,,pymupdf,ok
620260603-4100-안양시라선거구-100162429-1-선거공보,경기도,구·시·군의회의원선거,안양시라선거구,윤경숙,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9C%A4%EA%B2%BD%EC%88%99_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100162429_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시라선거구-100162429-1-선거공보.pdf,downloaded,2562808,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시라선거구-100162429-1-선거공보.md,ok,8,983,,pymupdf,ok
620260603-4100-안양시라선거구-100154495-1-선거공보,경기도,구·시·군의회의원선거,안양시라선거구,이중민,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EC%A4%91%EB%AF%BC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100154495_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시라선거구-100154495-1-선거공보.pdf,downloaded,1120721,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시라선거구-100154495-1-선거공보.md,ok,8,3177,,pymupdf,ok
620260603-4100-안양시라선거구-100156936-1-선거공보,경기도,구·시·군의회의원선거,안양시라선거구,조은석,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%95%88%EC%96%91%EC%8B%9C%EB%9D%BC%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%A1%B0%EC%9D%80%EC%84%9D_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4109/003_100156936_20260523_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-안양시라선거구-100156936-1-선거공보.pdf,downloaded,10893499,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-안양시라선거구-100156936-1-선거공보.md,ok,8,3481,,pymupdf,ok
620260603-4100-의왕시가선거구-100154713-1-선거공보,경기도,구·시·군의회의원선거,의왕시가선거구,김동국,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EB%8F%99%EA%B5%AD_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100154713_20260521_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시가선거구-100154713-1-선거공보.pdf,downloaded,2380634,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시가선거구-100154713-1-선거공보.md,ok,4,1613,,pymupdf,ok
620260603-4100-의왕시가선거구-100157734-1-선거공보,경기도,구·시·군의회의원선거,의왕시가선거구,서창수,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%84%9C%EC%B0%BD%EC%88%98_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100157734_20260521_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시가선거구-100157734-1-선거공보.pdf,downloaded,14222145,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시가선거구-100157734-1-선거공보.md,ok,8,1829,,pymupdf,ok
620260603-4100-의왕시가선거구-100162889-1-선거공보,경기도,구·시·군의회의원선거,의왕시가선거구,박혜숙,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EB%B0%95%ED%98%9C%EC%88%99_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100162889_20260521_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시가선거구-100162889-1-선거공보.pdf,downloaded,5454327,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시가선거구-100162889-1-선거공보.md,ok,8,3237,,pymupdf,ok
620260603-4100-의왕시가선거구-100158260-1-선거공보,경기도,구·시·군의회의원선거,의왕시가선거구,김동구,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EB%8F%99%EA%B5%AC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100158260_20260522_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시가선거구-100158260-1-선거공보.pdf,downloaded,1454527,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시가선거구-100158260-1-선거공보.md,ok,8,2618,,pymupdf,ok
620260603-4100-의왕시가선거구-100160099-1-선거공보,경기도,구·시·군의회의원선거,의왕시가선거구,박현호,개혁신당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EA%B0%80%EC%84%A0%EA%B1%B0%EA%B5%AC_%EB%B0%95%ED%98%84%ED%98%B8_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100160099_20260522_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시가선거구-100160099-1-선거공보.pdf,downloaded,9407102,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시가선거구-100160099-1-선거공보.md,ok,4,2296,,pymupdf,ok
620260603-4100-의왕시나선거구-100157840-1-선거공보,경기도,구·시·군의회의원선거,의왕시나선거구,김태흥,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EB%82%98%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%ED%83%9C%ED%9D%A5_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100157840_20260522_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시나선거구-100157840-1-선거공보.pdf,downloaded,1177959,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시나선거구-100157840-1-선거공보.md,ok,8,4091,,pymupdf,ok
620260603-4100-의왕시나선거구-100155729-1-선거공보,경기도,구·시·군의회의원선거,의왕시나선거구,이랑이,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EB%82%98%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EB%9E%91%EC%9D%B4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100155729_20260522_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시나선거구-100155729-1-선거공보.pdf,downloaded,1426410,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시나선거구-100155729-1-선거공보.md,ok,8,2902,,pymupdf,ok
620260603-4100-의왕시나선거구-100155589-1-선거공보,경기도,구·시·군의회의원선거,의왕시나선거구,박재영,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9D%98%EC%99%95%EC%8B%9C%EB%82%98%EC%84%A0%EA%B1%B0%EA%B5%AC_%EB%B0%95%EC%9E%AC%EC%98%81_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4124/003_100155589_20260521_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\620260603-4100-의왕시나선거구-100155589-1-선거공보.pdf,downloaded,1121285,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\620260603-4100-의왕시나선거구-100155589-1-선거공보.md,ok,8,3317,,pymupdf,ok
