record_id,province_name,subSgName,sggname,hbjname,jdname,doc_type,current_download_url,local_pdf,download_status,bytes,error,markdown_path,extract_status,pages,chars,extract_error,extraction_method,quality_flag
520260603-4100-수원시제5선거구-100157162-1-선거공보,경기도,시·도의회의원선거,수원시제5선거구,황수영,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%88%98%EC%9B%90%EC%8B%9C%EC%A0%9C5%EC%84%A0%EA%B1%B0%EA%B5%AC_%ED%99%A9%EC%88%98%EC%98%81_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4103/003_100157162_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-수원시제5선거구-100157162-1-선거공보.pdf,downloaded,17760511,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-수원시제5선거구-100157162-1-선거공보.md,ok,8,3137,,pymupdf,ok
520260603-4100-수원시제5선거구-100159009-1-선거공보,경기도,시·도의회의원선거,수원시제5선거구,김재은,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%88%98%EC%9B%90%EC%8B%9C%EC%A0%9C5%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EC%9E%AC%EC%9D%80_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4103/003_100159009_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-수원시제5선거구-100159009-1-선거공보.pdf,downloaded,5733975,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-수원시제5선거구-100159009-1-선거공보.md,ok,8,114,,pymupdf,suspiciously_short_text
520260603-4100-용인시제4선거구-100162490-1-선거공보,경기도,시·도의회의원선거,용인시제4선거구,전자영,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C4%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%A0%84%EC%9E%90%EC%98%81_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100162490_20260524_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제4선거구-100162490-1-선거공보.pdf,downloaded,11103194,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제4선거구-100162490-1-선거공보.md,ok,8,114,,pymupdf,suspiciously_short_text
520260603-4100-용인시제4선거구-100162057-1-선거공보,경기도,시·도의회의원선거,용인시제4선거구,윤정희,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C4%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9C%A4%EC%A0%95%ED%9D%AC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100162057_20260524_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제4선거구-100162057-1-선거공보.pdf,downloaded,9366091,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제4선거구-100162057-1-선거공보.md,ok,8,3321,,pymupdf,ok
520260603-4100-용인시제5선거구-100157732-1-선거공보,경기도,시·도의회의원선거,용인시제5선거구,채명신,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C5%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%B1%84%EB%AA%85%EC%8B%A0_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100157732_20260524_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제5선거구-100157732-1-선거공보.pdf,downloaded,1043999,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제5선거구-100157732-1-선거공보.md,ok,8,2089,,pymupdf,ok
520260603-4100-용인시제5선거구-100160721-1-선거공보,경기도,시·도의회의원선거,용인시제5선거구,정하용,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C5%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%A0%95%ED%95%98%EC%9A%A9_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100160721_20260524_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제5선거구-100160721-1-선거공보.pdf,downloaded,12520347,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제5선거구-100160721-1-선거공보.md,ok,8,6958,,pymupdf,ok
520260603-4100-용인시제9선거구-100163207-1-선거공보,경기도,시·도의회의원선거,용인시제9선거구,고찬석,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C9%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B3%A0%EC%B0%AC%EC%84%9D_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100163207_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제9선거구-100163207-1-선거공보.pdf,downloaded,10319800,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제9선거구-100163207-1-선거공보.md,ok,8,114,,pymupdf,suspiciously_short_text
520260603-4100-용인시제9선거구-100161521-1-선거공보,경기도,시·도의회의원선거,용인시제9선거구,신현정,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C9%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%8B%A0%ED%98%84%EC%A0%95_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100161521_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제9선거구-100161521-1-선거공보.pdf,downloaded,2016219,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제9선거구-100161521-1-선거공보.md,ok,8,114,,pymupdf,suspiciously_short_text
520260603-4100-용인시제10선거구-100157362-1-선거공보,경기도,시·도의회의원선거,용인시제10선거구,우현욱,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C10%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9A%B0%ED%98%84%EC%9A%B1_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100157362_20260524_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제10선거구-100157362-1-선거공보.pdf,downloaded,1667982,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제10선거구-100157362-1-선거공보.md,ok,5,3481,,pymupdf,ok
520260603-4100-용인시제10선거구-100163222-1-선거공보,경기도,시·도의회의원선거,용인시제10선거구,이유진,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%9A%A9%EC%9D%B8%EC%8B%9C%EC%A0%9C10%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EC%9C%A0%EC%A7%84_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4137/003_100163222_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-용인시제10선거구-100163222-1-선거공보.pdf,downloaded,1439819,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-용인시제10선거구-100163222-1-선거공보.md,ok,8,2854,,pymupdf,ok
520260603-4100-고양시제7선거구-100163071-1-선거공보,경기도,시·도의회의원선거,고양시제7선거구,김해련,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%A0%9C7%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%ED%95%B4%EB%A0%A8_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100163071_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-고양시제7선거구-100163071-1-선거공보.pdf,downloaded,7181217,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-고양시제7선거구-100163071-1-선거공보.md,ok,8,4377,,pymupdf,ok
520260603-4100-고양시제7선거구-100162965-1-선거공보,경기도,시·도의회의원선거,고양시제7선거구,이호배,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%A0%9C7%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%ED%98%B8%EB%B0%B0_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100162965_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-고양시제7선거구-100162965-1-선거공보.pdf,downloaded,960902,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-고양시제7선거구-100162965-1-선거공보.md,ok,7,99,,pymupdf,suspiciously_short_text
520260603-4100-고양시제8선거구-100155438-1-선거공보,경기도,시·도의회의원선거,고양시제8선거구,이성한,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%A0%9C8%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EC%84%B1%ED%95%9C_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100155438_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-고양시제8선거구-100155438-1-선거공보.pdf,downloaded,2024750,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-고양시제8선거구-100155438-1-선거공보.md,ok,8,1804,,pymupdf,ok
520260603-4100-고양시제9선거구-100156534-1-선거공보,경기도,시·도의회의원선거,고양시제9선거구,이기대,더불어민주당,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%A0%9C9%EC%84%A0%EA%B1%B0%EA%B5%AC_%EC%9D%B4%EA%B8%B0%EB%8C%80_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100156534_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-고양시제9선거구-100156534-1-선거공보.pdf,downloaded,6035523,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-고양시제9선거구-100156534-1-선거공보.md,ok,8,3971,,pymupdf,ok
520260603-4100-고양시제9선거구-100161587-1-선거공보,경기도,시·도의회의원선거,고양시제9선거구,김수환,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B3%A0%EC%96%91%EC%8B%9C%EC%A0%9C9%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EC%88%98%ED%99%98_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4121/003_100161587_20260525_1.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-고양시제9선거구-100161587-1-선거공보.pdf,downloaded,3540625,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-고양시제9선거구-100161587-1-선거공보.md,ok,4,3990,,pymupdf,ok
520260603-4100-성남시제3선거구-100158213-1-선거공보,경기도,시·도의회의원선거,성남시제3선거구,모성민,국민의힘,선거공보,https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%B1%EB%82%A8%EC%8B%9C%EC%A0%9C3%EC%84%A0%EA%B1%B0%EA%B5%AC_%EB%AA%A8%EC%84%B1%EB%AF%BC_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4106/003_100158213_20260525_2.pdf,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\documents\520260603-4100-성남시제3선거구-100158213-1-선거공보.pdf,downloaded,7036819,,C:\Users\treyl\Documents\Obsidian\Second_Brain\output\nec_2026_local_election_opencrab\github_repo_nec_2026_local_election_opencrab\supplements\official_gap_recovery_2026\direct_nec_downloads\markdown\520260603-4100-성남시제3선거구-100158213-1-선거공보.md,ok,8,114,,pymupdf,suspiciously_short_text
