subSgName,sggname,doc_type,count
"구·시·군의 장선거","구미시","선거공약서","4"
"구·시·군의 장선거","영덕군","선거공약서","4"
"구·시·군의 장선거","울릉군","선거공약서","4"
"구·시·군의 장선거","경산시","선거공약서","3"
"구·시·군의 장선거","고령군","선거공약서","3"
"구·시·군의 장선거","봉화군","선거공약서","3"
"구·시·군의 장선거","영주시","선거공약서","3"
"구·시·군의 장선거","영천시","선거공약서","3"
"구·시·군의 장선거","포항시","선거공약서","3"
"구·시·군의회의원선거","영주시나선거구","선거공보","3"
"구·시·군의회의원선거","영주시다선거구","선거공보","3"
"구·시·군의회의원선거","영주시바선거구","선거공보","3"
"구·시·군의회의원선거","포항시마선거구","선거공보","3"
"시·도의회의원선거","영주시제2선거구","선거공보","3"
"구·시·군의 장선거","경주시","선거공약서","2"
"구·시·군의 장선거","김천시","선거공약서","2"
"구·시·군의 장선거","상주시","선거공약서","2"
"구·시·군의 장선거","성주군","선거공약서","2"
"구·시·군의 장선거","안동시","선거공약서","2"
"구·시·군의 장선거","영양군","선거공약서","2"
"구·시·군의 장선거","영주시","5대공약","2"
"구·시·군의 장선거","영주시","선거공보","2"
"구·시·군의 장선거","예천군","선거공약서","2"
"구·시·군의 장선거","울진군","선거공약서","2"
"구·시·군의 장선거","의성군","선거공약서","2"
"구·시·군의 장선거","청도군","선거공약서","2"
"구·시·군의 장선거","청송군","선거공약서","2"
"구·시·군의 장선거","칠곡군","선거공약서","2"
"구·시·군의회의원선거","경주시다선거구","선거공보","2"
"구·시·군의회의원선거","고령군다선거구","선거공보","2"
"구·시·군의회의원선거","김천시마선거구","선거공보","2"
"구·시·군의회의원선거","봉화군나선거구","선거공보","2"
"구·시·군의회의원선거","안동시나선거구","선거공보","2"
"구·시·군의회의원선거","영주시가선거구","선거공보","2"
"구·시·군의회의원선거","영주시마선거구","선거공보","2"
"구·시·군의회의원선거","청도군가선거구","선거공보","2"
"구·시·군의회의원선거","칠곡군나선거구","선거공보","2"
"기초의원비례대표선거","영주시","비례대표 정당 제출자료","2"
"기초의원비례대표선거","의성군","비례대표 정당 제출자료","2"
"기초의원비례대표선거","포항시","비례대표 정당 제출자료","2"
"시·도지사선거","경상북도","선거공약서","2"
"구·시·군의 장선거","문경시","선거공약서","1"
"구·시·군의회의원선거","경산시다선거구","선거공보","1"
"기초의원비례대표선거","경주시","비례대표 정당 제출자료","1"
"기초의원비례대표선거","고령군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","구미시","비례대표 정당 제출자료","1"
"기초의원비례대표선거","김천시","비례대표 정당 제출자료","1"
"기초의원비례대표선거","문경시","비례대표 정당 제출자료","1"
"기초의원비례대표선거","봉화군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","상주시","비례대표 정당 제출자료","1"
"기초의원비례대표선거","성주군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","영덕군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","영양군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","예천군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","울릉군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","울진군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","청도군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","청송군","비례대표 정당 제출자료","1"
"기초의원비례대표선거","칠곡군","비례대표 정당 제출자료","1"
"시·도의회의원선거","경주시제1선거구","선거공보","1"
"시·도의회의원선거","경주시제2선거구","선거공보","1"
"시·도의회의원선거","경주시제3선거구","선거공보","1"
"시·도의회의원선거","경주시제4선거구","선거공보","1"
"시·도의회의원선거","경주시제5선거구","선거공보","1"
"시·도의회의원선거","고령군선거구","선거공보","1"
"시·도의회의원선거","김천시제1선거구","선거공보","1"
"시·도의회의원선거","김천시제2선거구","선거공보","1"
"시·도의회의원선거","문경시제2선거구","선거공보","1"
"시·도의회의원선거","성주군선거구","선거공보","1"
"시·도의회의원선거","안동시제1선거구","선거공보","1"
"시·도의회의원선거","영주시제1선거구","선거공보","1"
"시·도의회의원선거","영천시제1선거구","선거공보","1"
"시·도의회의원선거","영천시제2선거구","선거공보","1"
"시·도의회의원선거","울릉군선거구","선거공보","1"
"시·도의회의원선거","울진군선거구","선거공보","1"
"시·도의회의원선거","의성군제2선거구","선거공보","1"
"시·도의회의원선거","청도군선거구","선거공보","1"
"시·도의회의원선거","청송군선거구","선거공보","1"
"시·도의회의원선거","칠곡군제1선거구","선거공보","1"
"시·도의회의원선거","칠곡군제2선거구","선거공보","1"
"시·도의회의원선거","포항시제4선거구","선거공보","1"
"시·도의회의원선거","포항시제5선거구","선거공보","1"
"시·도의회의원선거","포항시제6선거구","선거공보","1"
"시·도의회의원선거","포항시제7선거구","선거공보","1"
