record_id,election_name,subSgId,subSgName,sgTypecode,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_download_url,classification,raw_fileinfo,collection_note
"320260603-서울특별시-100157144-1-선거공보","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","정원오","100157144","더불어민주당","100","1","정당인","한양대학교 도시대학원 도시개발경영전공 박사 수료","1","선거공보","선거공보","candidate-doc:100157144:1","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%A0%95%EC%9B%90%EC%98%A4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100157144_20260520_1.pdf","true","20260603/PDF/PBINFO/1100/003_100157144_20260520_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%A0%95%EC%9B%90%EC%98%A4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100157144_20260520_1.pdf","available_in_original_pack","선거공보||20260603/PDF/PBINFO/1100/003_100157144_20260520_1.pdf||||1||HEIGHT||Y||00||00","Original pack already includes this downloadable document."
"320260603-서울특별시-100157144-2-선거공약서","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","정원오","100157144","더불어민주당","100","1","정당인","한양대학교 도시대학원 도시개발경영전공 박사 수료","2","선거공약서","선거공약서","candidate-doc:100157144:2","false","","false","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","Current official API returned no downloadable PDF path."
"320260603-서울특별시-100157144-3-5대공약","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","정원오","100157144","더불어민주당","100","1","정당인","한양대학교 도시대학원 도시개발경영전공 박사 수료","3","5대공약","5대공약","candidate-doc:100157144:3","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%A0%95%EC%9B%90%EC%98%A4_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100157144_20260516_1.pdf","true","20260603/PDF/P5_PRMS_PUB/1100/001_100157144_20260516_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%A0%95%EC%9B%90%EC%98%A4_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100157144_20260516_1.pdf","available_in_original_pack","5대공약||20260603/PDF/P5_PRMS_PUB/1100/001_100157144_20260516_1.pdf||11551||1||HEIGHT||Y||00||01","Original pack already includes this downloadable document."
"320260603-서울특별시-100162984-1-선거공보","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","오세훈","100162984","국민의힘","200","2","서울특별시장","고려대학교 대학원 법학과 졸업(법학박사)","1","선거공보","선거공보","candidate-doc:100162984:1","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%98%A4%EC%84%B8%ED%9B%88_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100162984_20260520_1.pdf","true","20260603/PDF/PBINFO/1100/003_100162984_20260520_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%98%A4%EC%84%B8%ED%9B%88_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100162984_20260520_1.pdf","available_in_original_pack","선거공보||20260603/PDF/PBINFO/1100/003_100162984_20260520_1.pdf||||1||HEIGHT||Y||00||00","Original pack already includes this downloadable document."
"320260603-서울특별시-100162984-2-선거공약서","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","오세훈","100162984","국민의힘","200","2","서울특별시장","고려대학교 대학원 법학과 졸업(법학박사)","2","선거공약서","선거공약서","candidate-doc:100162984:2","false","","false","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","Current official API returned no downloadable PDF path."
"320260603-서울특별시-100162984-3-5대공약","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","오세훈","100162984","국민의힘","200","2","서울특별시장","고려대학교 대학원 법학과 졸업(법학박사)","3","5대공약","5대공약","candidate-doc:100162984:3","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%98%A4%EC%84%B8%ED%9B%88_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100162984_20260516_1.pdf","true","20260603/PDF/P5_PRMS_PUB/1100/001_100162984_20260516_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%98%A4%EC%84%B8%ED%9B%88_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100162984_20260516_1.pdf","available_in_original_pack","5대공약||20260603/PDF/P5_PRMS_PUB/1100/001_100162984_20260516_1.pdf||11570||1||HEIGHT||Y||00||01","Original pack already includes this downloadable document."
"320260603-서울특별시-100158541-1-선거공보","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","김정철","100158541","개혁신당","5070","4","변호사","고려대학교 대학원 졸업(법학박사)","1","선거공보","선거공보","candidate-doc:100158541:1","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EA%B9%80%EC%A0%95%EC%B2%A0_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100158541_20260521_1.pdf","true","20260603/PDF/PBINFO/1100/003_100158541_20260521_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EA%B9%80%EC%A0%95%EC%B2%A0_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100158541_20260521_1.pdf","available_in_original_pack","선거공보||20260603/PDF/PBINFO/1100/003_100158541_20260521_1.pdf||||1||HEIGHT||Y||00||00","Original pack already includes this downloadable document."
"320260603-서울특별시-100158541-2-선거공약서","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","김정철","100158541","개혁신당","5070","4","변호사","고려대학교 대학원 졸업(법학박사)","2","선거공약서","선거공약서","candidate-doc:100158541:2","false","","false","","","current_unavailable_official_source","선거공약서||||||0||HEIGHT||Y||||00","Current official API returned no downloadable PDF path."
"320260603-서울특별시-100158541-3-5대공약","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","김정철","100158541","개혁신당","5070","4","변호사","고려대학교 대학원 졸업(법학박사)","3","5대공약","5대공약","candidate-doc:100158541:3","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EA%B9%80%EC%A0%95%EC%B2%A0_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100158541_20260516_1.pdf","true","20260603/PDF/P5_PRMS_PUB/1100/001_100158541_20260516_1.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EA%B9%80%EC%A0%95%EC%B2%A0_5%EB%8C%80%EA%B3%B5%EC%95%BD.pdf&requestedFullPath=20260603/PDF/P5_PRMS_PUB/1100/001_100158541_20260516_1.pdf","available_in_original_pack","5대공약||20260603/PDF/P5_PRMS_PUB/1100/001_100158541_20260516_1.pdf||11594||1||HEIGHT||Y||00||01","Original pack already includes this downloadable document."
"320260603-서울특별시-100162632-1-선거공보","제9회 전국동시지방선거","320260603","시·도지사선거","3","서울특별시","유지혜","100162632","여성의당","5046","5","정당인","원광디지털대학교 한국문화학부 한국복식과학학과 졸업","1","선거공보","선거공보","candidate-doc:100162632:1","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%9C%A0%EC%A7%80%ED%98%9C_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100162632_20260521_3.pdf","true","20260603/PDF/PBINFO/1100/003_100162632_20260521_3.pdf","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C_%EC%9C%A0%EC%A7%80%ED%98%9C_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/1100/003_100162632_20260521_3.pdf","available_in_original_pack","선거공보||20260603/PDF/PBINFO/1100/003_100162632_20260521_3.pdf||||1||HEIGHT||Y||00||00","Original pack already includes this downloadable document."
