record_id,election_name,subSgId,subSgName,sgTypecode,sggname,hbjname,huboid,jdname,jdid,hbjgiho,hbjjikup,hbjhakruk,doc_index,doc_type,doc_type_raw,source_id,original_available,original_url,current_available,current_pdf_path,current_download_url,classification,raw_fileinfo,collection_note
"620260603-경주시아선거구-100161566-1-선거공보","제9회 전국동시지방선거","620260603","구·시·군의회의원선거","6","경주시아선거구","김동해","100161566","무소속","9999","5","경주시의원","대구대학교 사범대학 역사교육과 졸업","1","선거공보","선거공보","candidate-doc:100161566:1","true","https://policy.nec.go.kr/plc/common/downloadFile.do?requestedFileName=20260603_%EA%B2%BD%EC%A3%BC%EC%8B%9C%EC%95%84%EC%84%A0%EA%B1%B0%EA%B5%AC_%EA%B9%80%EB%8F%99%ED%95%B4_%EC%84%A0%EA%B1%B0%EA%B3%B5%EB%B3%B4.pdf&requestedFullPath=20260603/PDF/PBINFO/4704/003_100161566_20260523_1.pdf","false","","","original_pack_available_but_currently_unavailable","선거공보||||||0||HEIGHT||Y||||00","Original pack already has this document, but the current official API no longer exposes a downloadable PDF path."
